Unnamed: 0,id_seq,sentenced,few_shot_pred
1668,28_46_R,All tailors are singers and Some tailors are not pilots, Some tailors are singers
1670,28_48_R,Some artists are surfers and No surfers are planners, Some planners are artists
1675,28_54_R,Some novelists are travelers and No analysts are travelers, Some novelists are travelers
1681,28_63_R,No waiters are cashiers and Some poets are waiters, Some poets are cashiers
1682,29_1_R,No scientists are runners and All chefs are runners, Some chefs are runners
1683,29_2_R,Some engineers are campers and All engineers are fencers, Some engineers are fencers
1684,29_3_R,All riders are joggers and Some counselors are riders, Some counselors are joggers
1685,29_4_R,No dancers are boxers and All boxers are typists, No dancers are boxers
1686,29_6_R,No editors are florists and Some editors are soldiers, Some editors are florists
1689,29_9_R,All waiters are cashiers and No cashiers are poets, Some waiters are poets
1690,29_10_R,Some painters are workers and No painters are actors, Some painters are actors
1692,29_12_R,Some sculptors are gamblers and No bakers are gamblers, Some gamblers are sculptors
1693,29_13_R,No novelists are travelers and Some travelers are analysts, Some novelists are travelers
1694,29_14_R,All pilots are singers and Some pilots are not tailors, Some pilots are tailors
1700,29_21_R,All potters are sailors and All potters are chemists, All potters are sailors
1701,29_22_R,No drivers are writers and All hikers are drivers, No hikers are writers
1704,29_25_R,All auditors are cleaners and No painters are auditors, No painters are cleaners
1710,29_32_R,Some bakers are sculptors and No gamblers are bakers, No gamblers are sculptors
1711,29_33_R,Some painters are actors and No actors are workers, No actors are workers
1713,29_36_R,All clerks are managers and Some models are not managers, Some models are managers
1718,29_42_R,All jugglers are investors and No jugglers are barbers, Some investors are jugglers
1721,29_45_R,Some linguists are divers and All divers are carpenters, Some linguists are divers
1725,29_49_R,All runners are scientists and No chefs are scientists, No chefs are scientists
1726,29_50_R,All dentists are plumbers and Some dentists are lifeguards, Some dentists are plumbers
1727,29_51_R,No poets are miners and Some skaters are poets, Some skaters are miners
1730,29_54_R,No cleaners are auditors and All cleaners are painters, All cleaners are painters
1733,29_57_R,No typists are boxers and Some dancers are boxers, Some dancers are boxers
1740,30_0_R,No plumbers are lifeguards and All dentists are lifeguards, No dentists are plumbers
1741,30_1_R,All miners are skaters and All skaters are poets, All skaters are poets
1742,30_2_R,Some jugglers are barbers and All jugglers are investors, Some jugglers are investors
1743,30_3_R,All sculptors are gamblers and Some bakers are sculptors, Some gamblers are sculptors
1746,30_6_R,No drivers are hikers and All writers are drivers, Some writers are hikers
1749,30_10_R,No waiters are poets and Some cashiers are waiters, Some waiters are poets
1752,30_13_R,All swimmers are mayors and Some swimmers are not cooks, Some swimmers are cooks
1755,30_16_R,Some painters are cleaners and No auditors are cleaners, Some auditors are cleaners
1762,30_24_R,No campers are engineers and All campers are fencers, All campers are fencers
1763,30_26_R,All buyers are cyclists and No students are buyers, No students are cyclists
1768,30_31_R,All models are managers and All models are clerks, All managers are clerks
1769,30_33_R,No packers are tutors and Some butchers are tutors, Some tutors are packers
1771,30_36_R,All auditors are cleaners and Some painters are not cleaners, Some painters are cleaners
1775,30_42_R,All poets are waiters and No poets are cashiers, No poets are waiters
1779,30_46_R,No porters are brewers and All brewers are judges, Some brewers are brewers
1784,30_52_R,No runners are chefs and Some chefs are scientists, Some chefs are scientists
1785,30_54_R,Some typists are dancers and No boxers are typists, Some boxers are dancers
1786,30_55_R,No climbers are tellers and Some climbers are doctors, Some climbers are tellers
1789,30_58_R,All potters are chemists and Some potters are sailors, Some chemists are sailors
1790,30_59_R,Some buyers are students and No buyers are cyclists, Some buyers are students
1792,30_61_R,All skaters are climbers and No climbers are therapists, All skaters are therapists
1793,30_62_R,All singers are tailors and All pilots are singers, All pilots are tailors
1795,31_1_R,Some athletes are hunters and All athletes are lawyers, Some athletes are lawyers
1796,31_2_R,No sculptors are bakers and All gamblers are bakers, Some gamblers are sculptors
1797,31_3_R,All dancers are boxers and All boxers are typists, All dancers are typists
1798,31_4_R,All climbers are tellers and All climbers are doctors, All climbers are tellers
1799,31_5_R,No golfers are teachers and Some teachers are bankers, Some bankers are golfers
1803,31_9_R,All writers are hikers and Some writers are not drivers, Some writers are hikers
1805,31_12_R,Some soldiers are florists and No florists are editors, Some editors are soldiers
1806,31_15_R,Some linguists are carpenters and All carpenters are divers, Some linguists are divers
1811,31_21_R,No artists are planners and Some surfers are artists, Some surfers are planners
1812,31_22_R,All painters are workers and No painters are actors, Some painters are workers
1813,31_23_R,No riders are counselors and All joggers are riders, Some riders are counselors
1818,31_28_R,No lifeguards are plumbers and Some dentists are plumbers, Some dentists are lifeguards
1825,31_37_R,Some golfers are bankers and No teachers are bankers, Some bankers are golfers
1826,31_38_R,All secretaries are brokers and No agents are secretaries, No agents are brokers
1830,31_43_R,No hikers are writers and All hikers are drivers, Some hikers are writers
1833,31_46_R,No models are clerks and Some models are managers, Some models are clerks
1835,31_50_R,All tailors are pilots and No pilots are singers, Some tailors are pilots
1837,31_53_R,All poets are waiters and All cashiers are poets, All poets are waiters
1839,31_55_R,All joggers are riders and Some counselors are not riders, Some counselors are riders
1840,31_56_R,Some sculptors are bakers and No sculptors are gamblers, Some sculptors are gamblers
1843,31_60_R,All soldiers are editors and No florists are editors, Some editors are soldiers
1844,31_61_R,No artists are surfers and All surfers are planners, Some surfers are planners
1847,32_0_R,All secretaries are agents and All agents are brokers, All secretaries are brokers
1848,32_1_R,Some boxers are typists and All boxers are dancers, All boxers are typists
1849,32_3_R,No miners are poets and All skaters are poets, No skaters are poets
1859,32_16_R,No florists are soldiers and Some florists are editors, Some florists are editors
1861,32_18_R,No drillers are nurses and All drillers are actors, All drillers are actors
1863,32_20_R,All clerks are managers and No clerks are models, No clerks are managers
1864,32_21_R,No lawyers are athletes and Some hunters are lawyers, Some lawyers are athletes
1875,32_33_R,All agents are secretaries and No brokers are secretaries, No agents are secretaries
1876,32_34_R,Some models are clerks and No managers are models, Some managers are clerks
1881,32_39_R,No skaters are therapists and Some therapists are climbers, Some therapists are climbers
1882,32_40_R,All chemists are sailors and All chemists are potters, All chemists are potters
1884,32_45_R,All poets are waiters and Some poets are cashiers, Some poets are waiters
1887,32_48_R,No buyers are cyclists and All cyclists are students, All buyers are students
1888,32_49_R,All plumbers are dentists and Some plumbers are not lifeguards, Some plumbers are lifeguards
1890,32_51_R,Some golfers are teachers and No golfers are bankers, Some bankers are golfers
1891,32_54_R,Some brewers are porters and No porters are judges, Some brewers are porters
1892,32_55_R,No butchers are packers and All tutors are butchers, Some butchers are packers
1893,32_56_R,All fencers are engineers and No campers are fencers, No campers are engineers
1896,32_59_R,Some boxers are actuaries and All actuaries are opticians, Some actuaries are opticians
1898,32_61_R,All dancers are boxers and All typists are dancers, All dancers are boxers
1901,33_0_R,Some tailors are singers and All tailors are pilots, Some tailors are singers
1902,33_1_R,All scholars are assistants and Some farmers are scholars, Some scholars are assistants
1903,33_2_R,All boxers are dancers and All dancers are typists, All boxers are dancers
1904,33_3_R,No architects are trainers and All designers are trainers, All trainers are architects
1905,33_4_R,All brewers are porters and No judges are porters, Some brewers are porters
1909,33_8_R,Some analysts are travelers and No novelists are analysts, Some novelists are travelers
1913,33_12_R,No poets are waiters and Some cashiers are waiters, Some cashiers are poets
1914,33_13_R,No bakers are sculptors and All gamblers are bakers, All gamblers are sculptors
1922,33_21_R,All cooks are mayors and All cooks are swimmers, Some cooks are mayors
1923,33_22_R,No skaters are miners and Some miners are poets, Some miners are poets
1924,33_23_R,Some plumbers are lifeguards and No lifeguards are dentists, No plumbers are lifeguards
1925,33_24_R,No carpenters are linguists and Some carpenters are divers, Some linguists are carpenters
1927,33_26_R,All editors are florists and Some editors are not soldiers, Some editors are not florists
1931,33_31_R,All cyclists are buyers and No cyclists are students, Some cyclists are buyers
1932,33_32_R,Some cashiers are waiters and All waiters are poets, Some waiters are poets
1934,33_34_R,Some runners are chefs and No scientists are chefs, No scientists are runners
1938,33_38_R,All lawyers are hunters and All athletes are lawyers, All hunters are lawyers
1939,33_39_R,No fencers are campers and All fencers are engineers, Some fencers are campers
1942,33_44_R,No farmers are scholars and All scholars are assistants, Some scholars are farmers
1948,33_50_R,No managers are models and Some clerks are managers, Some clerks are models
1950,33_52_R,All auditors are painters and No painters are cleaners, Some painters are cleaners
1955,33_59_R,All opticians are boxers and No actuaries are opticians, No actuaries are boxers
1958,33_63_R,All agents are brokers and Some agents are secretaries, Some agents are secretaries
1959,34_0_R,All brewers are porters and All porters are judges, All brewers are judges
1960,34_1_R,No cyclists are students and All buyers are students, Some buyers are students
1961,34_2_R,Some travelers are novelists and All travelers are analysts, All travelers are novelists
1962,34_3_R,All bankers are golfers and Some teachers are bankers, Some teachers are golfers
1963,34_4_R,Some plumbers are lifeguards and No dentists are lifeguards, Some dentists are plumbers
1966,34_8_R,Some carpenters are linguists and No carpenters are divers, Some linguists are carpenters
1967,34_9_R,No jugglers are barbers and All barbers are investors, No jugglers are investors
1968,34_10_R,All hunters are athletes and All hunters are lawyers, All hunters are athletes
1969,34_11_R,No brokers are agents and All brokers are secretaries, Some agents are brokers
1971,34_13_R,All boxers are dancers and No dancers are typists, No typists are boxers
1976,34_19_R,All writers are hikers and All drivers are writers, All writers are hikers
1979,34_22_R,All nurses are actors and Some nurses are drillers, Some nurses are actors
1980,34_23_R,No chefs are runners and All scientists are chefs, Some chefs are runners
1984,34_27_R,No soldiers are editors and Some editors are florists, Some editors are not florists
1987,34_30_R,All campers are engineers and Some campers are not fencers, Some campers are engineers
1988,34_31_R,Some actors are painters and No workers are actors, No actors are painters
1989,34_32_R,All sculptors are gamblers and No bakers are sculptors, No gamblers are sculptors
1997,34_44_R,All singers are pilots and No tailors are pilots, No tailors are pilots
1998,34_45_R,Some teachers are bankers and No bankers are golfers, Some teachers are bankers
2000,34_47_R,No riders are counselors and Some joggers are riders, Some riders are counselors
2003,34_50_R,No workers are painters and Some workers are actors, Some workers are painters
2007,34_55_R,All sailors are chemists and No sailors are potters, No sailors are chemists
2012,34_63_R,All typists are boxers and Some dancers are not boxers, Some dancers are boxers
2013,35_0_R,All painters are actors and All actors are workers, All painters are actors
2014,35_2_R,All tutors are packers and Some butchers are tutors, Some butchers are packers
2015,35_3_R,Some investors are jugglers and All investors are barbers, All investors are jugglers
2018,35_9_R,No boxers are dancers and Some boxers are typists, Some boxers are dancers
2021,35_12_R,No singers are tailors and All pilots are singers, Some singers are tailors
2023,35_14_R,All drivers are hikers and No hikers are writers, Some writers are hikers
2028,35_19_R,No students are buyers and Some cyclists are students, Some cyclists are buyers
2034,35_27_R,Some therapists are climbers and All climbers are skaters, Some climbers are skaters
2035,35_28_R,All novelists are analysts and Some novelists are not travelers, Some novelists are travelers
2038,35_32_R,No divers are linguists and All divers are carpenters, Some linguists are carpenters
2040,35_34_R,All counselors are joggers and Some riders are not joggers, Some riders are joggers
2041,35_35_R,Some hunters are athletes and No athletes are lawyers, No hunters are athletes
2046,35_40_R,All agents are brokers and No agents are secretaries, No agents are brokers
2049,35_43_R,Some poets are cashiers and No waiters are cashiers, No waiters are cashiers
2052,35_47_R,No actors are workers and Some workers are painters, Some workers are painters
2053,35_48_R,All assistants are scholars and Some assistants are farmers, Some assistants are scholars
2058,35_56_R,No jugglers are investors and All investors are barbers, No investors are jugglers
2059,35_57_R,All plumbers are dentists and All plumbers are lifeguards, All plumbers are lifeguards
2060,35_58_R,Some therapists are climbers and No therapists are skaters, Some therapists are climbers
2062,35_62_R,No novelists are analysts and Some travelers are analysts, Some travelers are novelists
2064,36_0_R,All nurses are actors and All actors are drillers, All actors are drillers
2065,36_1_R,No skaters are climbers and All therapists are climbers, Some therapists are climbers
2069,36_8_R,Some tellers are doctors and No doctors are climbers, Some tellers are climbers
2071,36_10_R,All dentists are lifeguards and All plumbers are dentists, All plumbers are lifeguards
2075,36_14_R,Some farmers are scholars and No assistants are farmers, Some farmers are scholars
2081,36_22_R,Some painters are actors and No painters are workers, Some painters are actors
2084,36_26_R,No models are clerks and Some managers are clerks, Some managers are clerks
2091,36_33_R,No plumbers are dentists and Some plumbers are lifeguards, Some plumbers are dentists
2093,36_36_R,All poets are waiters and No cashiers are poets, Some poets are waiters
2095,36_38_R,All barbers are jugglers and No jugglers are investors, No barbers are investors
2097,36_40_R,All opticians are actuaries and No boxers are actuaries, Some boxers are actuaries
2100,36_44_R,All runners are chefs and Some runners are not scientists, Some runners are chefs
2101,36_45_R,All sculptors are gamblers and Some bakers are not gamblers, Some bakers are sculptors
2102,36_47_R,Some poets are miners and No skaters are miners, Some poets are skaters
2103,36_48_R,No climbers are doctors and Some doctors are tellers, Some climbers are tellers
2105,36_50_R,All golfers are teachers and All golfers are bankers, All golfers are bankers
2110,36_56_R,No architects are designers and All designers are trainers, Some trainers are architects
2112,36_59_R,No judges are porters and Some brewers are judges, Some brewers are porters
2115,36_63_R,Some tutors are butchers and All butchers are packers, Some butchers are packers
2116,37_0_R,All judges are porters and All porters are brewers, All judges are brewers
2117,37_1_R,No packers are butchers and All tutors are butchers, No tutors are packers
2118,37_2_R,Some workers are painters and All workers are actors, Some workers are actors
2119,37_3_R,All bakers are gamblers and Some sculptors are bakers, Some gamblers are sculptors
2121,37_6_R,All agents are brokers and All secretaries are agents, All agents are brokers
2127,37_13_R,Some soldiers are florists and No soldiers are editors, No soldiers are editors
2128,37_14_R,No students are buyers and All students are cyclists, No students are buyers
2132,37_19_R,No golfers are teachers and Some bankers are teachers, Some bankers are joggers
2133,37_20_R,All climbers are skaters and Some climbers are not therapists, Some climbers are skaters
2136,37_23_R,No carpenters are divers and Some linguists are carpenters, Some linguists are divers
2138,37_26_R,No models are managers and Some models are clerks, Some models are managers
2140,37_28_R,No nurses are actors and All drillers are nurses, Some actors are nurses
2146,37_34_R,All painters are workers and No workers are actors, Some actors are painters
2147,37_35_R,All skaters are miners and Some skaters are poets, Some skaters are poets
2148,37_36_R,Some engineers are fencers and No campers are fencers, Some campers are fencers
2149,37_37_R,All singers are tailors and No pilots are tailors, No pilots are tailors
2152,37_40_R,No carpenters are linguists and All linguists are divers, All linguists are divers
2154,37_42_R,No analysts are novelists and Some novelists are travelers, Some novelists are travelers
2162,37_52_R,All editors are florists and No soldiers are editors, Some editors are florists
2163,37_53_R,Some hunters are lawyers and All lawyers are athletes, Some lawyers are hunters
2164,37_54_R,All models are clerks and No models are managers, Some managers are clerks
2167,37_57_R,All actuaries are opticians and All actuaries are boxers, All actuaries are boxers
2171,37_61_R,Some counselors are riders and No joggers are counselors, No tutors are riders
2173,38_0_R,No judges are porters and All brewers are porters, Some brewers are porters
2174,38_1_R,All analysts are novelists and All novelists are travelers, All analysts are travelers
2175,38_2_R,Some campers are engineers and All campers are fencers, All campers are engineers
2176,38_3_R,All managers are clerks and Some models are managers, Some managers are clerks
2179,38_8_R,Some skaters are poets and All poets are miners, Some skaters are poets
2184,38_15_R,No divers are carpenters and All carpenters are linguists, No divers are carpenters
2189,38_20_R,No sailors are potters and All sailors are chemists, Some sailors are potters
2190,38_21_R,All secretaries are agents and No brokers are secretaries, Some agents are brokers
2191,38_22_R,No planners are artists and Some surfers are planners, Some surfers are artists
2195,38_27_R,All packers are butchers and All tutors are packers, All tutors are butchers
2197,38_29_R,All skaters are therapists and Some climbers are not therapists, Some climbers are therapists
2198,38_30_R,All cashiers are poets and Some cashiers are waiters, Some cashiers are poets
2201,38_33_R,No waiters are poets and All cashiers are waiters, All waiters are poets
2202,38_34_R,No agents are brokers and Some secretaries are brokers, Some secretaries are brokers
2204,38_37_R,All porters are judges and All porters are brewers, All porters are brewers
2206,38_41_R,Some singers are tailors and No tailors are pilots, Some pilots are tailors
2208,38_43_R,Some architects are trainers and No architects are designers, Some trainers are architects
2209,38_44_R,All hikers are writers and No writers are drivers, No hikers are drivers
2212,38_49_R,All sculptors are bakers and No gamblers are bakers, All gamblers are sculptors
2218,38_57_R,Some managers are models and No clerks are managers, Some managers are models
2222,38_63_R,Some climbers are therapists and No skaters are therapists, Some climbers are therapists
2223,39_1_R,All cyclists are students and All students are buyers, All cyclists are buyers
2224,39_2_R,Some potters are chemists and All potters are sailors, Some chemists are sailors
2225,39_3_R,No cashiers are poets and All waiters are poets, Some waiters are poets
2227,39_5_R,No editors are soldiers and All soldiers are florists, Some editors are soldiers
2229,39_8_R,All opticians are actuaries and All boxers are opticians, All opticians are actuaries
2230,39_9_R,All nurses are actors and No nurses are drillers, No nurses are actors
2231,39_10_R,All cleaners are auditors and No auditors are painters, No cleaners are painters
2232,39_11_R,All porters are brewers and No judges are brewers, No judges are brewers
2237,39_18_R,No dentists are plumbers and Some dentists are lifeguards, Some dentists are lifeguards
2242,39_27_R,All hunters are athletes and Some hunters are lawyers, Some hunters are athletes
2244,39_29_R,No typists are boxers and All typists are dancers, Some typists are boxers
2245,39_30_R,Some writers are drivers and No drivers are hikers, Some writers are drivers
2248,39_33_R,All skaters are miners and No poets are skaters, No skaters are miners
2249,39_34_R,Some singers are tailors and No singers are pilots, No singers are tailors
2250,39_35_R,No boxers are dancers and Some typists are dancers, Some typists are dancers
2251,39_36_R,All teachers are golfers and Some bankers are not golfers, Some bankers are golfers
2261,39_49_R,No lawyers are athletes and Some athletes are hunters, Some lawyers are hunters
2262,39_50_R,All auditors are cleaners and Some auditors are not painters, Some auditors are not painters
2264,39_52_R,No workers are painters and All actors are workers, Some actors are painters
2273,40_2_R,All riders are counselors and Some joggers are riders, Some joggers are counselors
2277,40_8_R,All waiters are cashiers and No poets are cashiers, Some waiters are poets
2280,40_11_R,Some singers are pilots and No singers are tailors, No singers are pilots
2281,40_12_R,No skaters are climbers and All therapists are skaters, No therapists are climbers
2283,40_16_R,All actors are workers and All painters are actors, Some actors are workers
2287,40_22_R,All miners are skaters and No poets are miners, Some poets are skaters
2289,40_26_R,No dentists are plumbers and Some lifeguards are dentists, Some lifeguards are plumbers
2298,40_38_R,All jugglers are barbers and Some investors are not barbers, Some jugglers are barbers
2302,40_42_R,All painters are actors and Some painters are workers, Some painters are actors
2305,40_45_R,No poets are skaters and All skaters are miners, No poets are skaters
2306,40_46_R,Some athletes are lawyers and No lawyers are hunters, No athletes are hunters
2309,40_50_R,No bankers are golfers and Some golfers are teachers, Some golfers are teachers
2314,40_55_R,No planners are surfers and Some planners are artists, Some planners are surfers
2316,40_57_R,Some agents are secretaries and No brokers are agents, Some agents are secretaries
2317,40_58_R,Some chefs are scientists and No runners are scientists, No runners are chefs
2320,40_62_R,Some managers are models and All models are clerks, Some managers are clerks
2321,41_0_R,No drivers are writers and All hikers are writers, All hikers are writers
2322,41_1_R,All editors are soldiers and Some florists are editors, Some editors are soldiers
2323,41_3_R,Some swimmers are mayors and All swimmers are cooks, Some cooks are mayors
2326,41_6_R,All butchers are packers and All butchers are tutors, All butchers are tutors
2328,41_8_R,All gamblers are bakers and Some gamblers are sculptors, Some gamblers are sculptors
2330,41_11_R,Some poets are miners and No poets are skaters, No poets are skaters
2332,41_13_R,All actuaries are boxers and No opticians are actuaries, Some opticians are boxers
2334,41_16_R,No novelists are analysts and Some novelists are travelers, Some novelists are travelers
2335,41_17_R,Some surfers are planners and All planners are artists, Some surfers are artists
2340,41_23_R,No clerks are models and Some managers are clerks, Some managers are models
2341,41_24_R,No counselors are joggers and All joggers are riders, No counselors are joggers
2343,41_26_R,Some tailors are singers and No singers are pilots, Some tailors are singers
2347,41_32_R,Some jugglers are barbers and No investors are jugglers, Some investors are barbers
2351,41_37_R,No hunters are lawyers and Some lawyers are athletes, Some lawyers are hunters
2358,41_46_R,All runners are scientists and No scientists are chefs, No chefs are scientists
2362,41_51_R,No linguists are divers and All carpenters are linguists, No linguists are divers
2364,41_53_R,All travelers are analysts and Some novelists are not analysts, Some novelists are travelers
2367,41_56_R,All brewers are judges and All porters are brewers, All brewers are judges
2369,41_60_R,No farmers are assistants and All farmers are scholars, Some scholars are assistants
2370,41_61_R,Some soldiers are florists and No editors are florists, No editors are florists
2372,41_63_R,All auditors are painters and No auditors are cleaners, No auditors are painters
2373,42_0_R,All florists are editors and All editors are soldiers, All florists are editors
2374,42_1_R,No campers are fencers and All engineers are fencers, Some engineers are campers
2375,42_2_R,All secretaries are brokers and Some agents are secretaries, Some agents are brokers
2378,42_6_R,No riders are joggers and All riders are counselors, No riders are counselors
2379,42_7_R,Some waiters are poets and No poets are cashiers, No waiters are poets
2380,42_8_R,All actors are drillers and All actors are nurses, All actors are drillers
2383,42_11_R,No chemists are potters and Some potters are sailors, Some chemists are sailors
2387,42_19_R,All actuaries are opticians and All boxers are actuaries, Some opticians are actuaries
2388,42_20_R,All doctors are climbers and No climbers are tellers, No doctors are climbers
2389,42_22_R,All analysts are travelers and No novelists are travelers, No novelists are travelers
2390,42_23_R,No scholars are farmers and Some assistants are scholars, Some scholars are farmers
2392,42_25_R,All poets are skaters and Some poets are not miners, Some poets are skaters
2393,42_26_R,No golfers are teachers and Some golfers are bankers, Some bankers are teachers
2394,42_27_R,Some designers are trainers and No architects are trainers, No architects are trainers
2399,42_32_R,All barbers are jugglers and No barbers are investors, No barbers are investors
2401,42_35_R,No actors are workers and All workers are painters, All actors are painters
2403,42_38_R,No butchers are packers and Some tutors are packers, Some tutors are packers
2406,42_42_R,Some skaters are poets and No miners are skaters, No miners are poets
2407,42_43_R,No students are buyers and All cyclists are students, No cyclists are buyers
2418,42_55_R,All nurses are drillers and Some nurses are actors, Some nurses are drillers
2421,42_59_R,All models are clerks and Some managers are not clerks, Some managers are clerks
2426,43_0_R,All potters are sailors and Some chemists are potters, Some chemists are sailors
2427,43_1_R,No models are clerks and All managers are clerks, No managers are clerks
2428,43_2_R,All judges are brewers and All brewers are porters, All judges are porters
2429,43_3_R,Some gamblers are sculptors and All gamblers are bakers, Some gamblers are sculptors
2431,43_7_R,All architects are trainers and No architects are designers, No architects are trainers
2435,43_14_R,No assistants are scholars and All farmers are assistants, Some scholars are assistants
2436,43_15_R,No surfers are artists and Some artists are planners, Some surfers are planners
2439,43_18_R,No divers are linguists and All linguists are carpenters, No divers are linguists
2444,43_26_R,Some poets are skaters and No miners are skaters, Some poets are skaters
2449,43_32_R,Some engineers are fencers and No campers are engineers, Some analysts are fencers
2450,43_34_R,No barbers are investors and Some jugglers are barbers, Some jugglers are investors
2453,43_38_R,All swimmers are cooks and No cooks are mayors, No cooks are mayors
2454,43_40_R,All runners are chefs and Some scientists are not chefs, Some scientists are not chefs
2456,43_43_R,Some drillers are nurses and No nurses are actors, No actors are drillers
2457,43_44_R,No potters are sailors and Some chemists are sailors, Some chemists are sailors
2460,43_47_R,All editors are soldiers and No florists are editors, Some editors are soldiers
2466,43_53_R,All brokers are agents and No secretaries are agents, Some secretaries are agents
2468,43_56_R,All typists are dancers and All typists are boxers, All typists are dancers
2470,43_59_R,All writers are hikers and Some writers are drivers, Some writers are drivers
2471,43_61_R,No linguists are carpenters and All linguists are divers, All linguists are divers
2474,44_0_R,Some scientists are runners and All scientists are chefs, Some scientists are runners
2475,44_1_R,All drivers are writers and All writers are hikers, All drivers are writers
2476,44_2_R,All travelers are analysts and Some novelists are travelers, Some novelists are analysts
2477,44_3_R,No workers are painters and All actors are painters, All workers are painters
2478,44_4_R,All designers are architects and No trainers are architects, No trainers are architects
2479,44_5_R,No lawyers are athletes and Some hunters are athletes, Some lawyers are athletes
2484,44_10_R,Some dentists are lifeguards and All lifeguards are plumbers, Some dentists are lifeguards
2488,44_18_R,Some linguists are carpenters and No linguists are divers, Some linguists are divers
2489,44_20_R,Some cashiers are poets and No waiters are cashiers, Some waiters are poets
2490,44_21_R,All fencers are engineers and All campers are fencers, All campers are engineers
2491,44_22_R,All typists are boxers and All typists are dancers, All typists are boxers
2493,44_24_R,No therapists are skaters and Some therapists are climbers, Some therapists are skaters
2495,44_26_R,All surfers are artists and No artists are planners, No surfers are planners
2498,44_30_R,All doctors are climbers and Some tellers are not climbers, Some tellers are climbers
2500,44_33_R,Some typists are dancers and No boxers are dancers, Some typists are dancers
2503,44_36_R,All editors are florists and Some editors are soldiers, Some editors are florists
2507,44_43_R,All agents are brokers and No secretaries are agents, No agents are brokers
2515,44_53_R,No managers are clerks and All models are managers, No managers are clerks
2517,44_57_R,No painters are actors and All painters are workers, Some actors are painters
2518,44_58_R,All painters are auditors and No painters are cleaners, Some painters are auditors
2521,44_62_R,No poets are waiters and Some cashiers are poets, Some poets are waiters
2523,45_0_R,All assistants are farmers and Some scholars are assistants, Some assistants are farmers
2524,45_1_R,No investors are barbers and All jugglers are barbers, All investors are barbers
2525,45_2_R,Some pilots are singers and All pilots are tailors, Some pilots are tailors
2526,45_3_R,All linguists are divers and All divers are carpenters, All linguists are carpenters
2529,45_7_R,All actors are workers and Some actors are painters, Some actors are painters
2531,45_9_R,Some poets are waiters and All waiters are cashiers, Some waiters are cashiers
2534,45_12_R,No dancers are typists and All boxers are dancers, Some dancers are typists
2538,45_17_R,All cooks are swimmers and Some cooks are not mayors, Some cooks are not swimmers
2539,45_18_R,No sculptors are bakers and Some gamblers are bakers, Some gamblers are sculptors
2542,45_22_R,All tellers are climbers and No doctors are climbers, No tellers are climbers
2543,45_23_R,Some runners are chefs and No runners are scientists, No runners are chefs
2545,45_25_R,No climbers are skaters and Some climbers are therapists, Some climbers are skaters
2547,45_27_R,No hunters are lawyers and All hunters are athletes, Some hunters are lawyers
2550,45_30_R,All cyclists are students and No cyclists are buyers, Some cyclists are students
2551,45_31_R,Some florists are editors and No soldiers are editors, No florists are editors
2555,45_35_R,No judges are brewers and Some porters are judges, Some porters are brewers
2556,45_36_R,All drivers are hikers and Some writers are not hikers, Some writers are not hikers
2567,45_52_R,All potters are chemists and All potters are sailors, All potters are sailors
2573,46_0_R,No counselors are joggers and All riders are joggers, No riders are joggers
2574,46_1_R,All carpenters are linguists and Some divers are carpenters, Some divers are linguists
2577,46_7_R,Some gamblers are sculptors and No bakers are gamblers, No bakers are sculptors
2579,46_9_R,All clerks are models and No clerks are managers, Some clerks are managers
2581,46_11_R,All plumbers are dentists and All lifeguards are plumbers, All lifeguards are dentists
2584,46_14_R,No cooks are mayors and All mayors are swimmers, No cooks are mayors
2586,46_18_R,Some teachers are bankers and No golfers are bankers, Some golfers are bankers
2588,46_20_R,No poets are cashiers and Some waiters are cashiers, Some waiters are poets
2590,46_22_R,No campers are engineers and All fencers are campers, All fencers are engineers
2592,46_25_R,All scientists are runners and Some chefs are not runners, Some chefs are runners
2593,46_26_R,No boxers are typists and Some dancers are boxers, Some typists are boxers
2594,46_27_R,All planners are artists and Some planners are not surfers, Some planners are not artists
2597,46_30_R,All lawyers are athletes and No athletes are hunters, Some lawyers are athletes
2599,46_32_R,Some divers are carpenters and No divers are linguists, Some linguists are divers
2605,46_39_R,All soldiers are florists and No editors are soldiers, No editors are florists
2613,46_50_R,No brewers are judges and All brewers are porters, No brewers are judges
2615,46_53_R,Some drillers are actors and No actors are nurses, Some actors are nurses
2618,46_56_R,All campers are engineers and No fencers are engineers, Some campers are engineers
2624,47_2_R,No poets are cashiers and All waiters are cashiers, No waiters are poets
2625,47_3_R,Some secretaries are agents and All secretaries are brokers, Some secretaries are agents
2626,47_4_R,No editors are soldiers and Some florists are soldiers, Some florists are editors
2627,47_5_R,All scientists are chefs and No chefs are runners, No scientists are runners
2628,47_7_R,No bankers are teachers and All teachers are golfers, All bankers are golfers
2632,47_13_R,Some chemists are potters and No chemists are sailors, Some chemists are potters
2633,47_14_R,All hunters are lawyers and Some hunters are athletes, Some hunters are lawyers
2637,47_19_R,All packers are butchers and Some packers are not tutors, Some packers are butchers
2641,47_26_R,No nurses are actors and Some drillers are nurses, Some actors are nurses
2642,47_27_R,All climbers are tellers and No doctors are tellers, Some climbers are tellers
2650,47_35_R,No potters are sailors and Some potters are chemists, Some potters are sailors
2656,47_41_R,All judges are brewers and No porters are judges, No porters are brewers
2657,47_42_R,All cyclists are students and Some buyers are not students, Some buyers are students
