task_form,best_bert_00_index,bert_00success,best_mnli_00_index,mnli_00success,sentenced
EE2,2,0,6,0,No chemists are sailors and No potters are chemists
EI2,2,0,5,1,No engineers are campers and Some fencers are engineers
AO4,4,1,4,1,All teachers are bankers and Some teachers are not golfers
AO3,4,0,5,1,All buyers are students and Some cyclists are not students
IO4,2,0,4,0,Some designers are trainers and Some designers are not architects
AE4,3,0,6,0,All artists are planners and No artists are surfers
OI3,3,0,4,0,Some riders are not joggers and Some counselors are joggers
OO4,2,0,4,0,Some tutors are not butchers and Some tutors are not packers
AI3,2,0,5,0,All drivers are hikers and Some writers are hikers
EO3,2,0,5,0,No pilots are tailors and Some singers are not tailors
EO2,2,0,7,0,No climbers are skaters and Some therapists are not climbers
EE3,0,0,7,0,No florists are editors and No soldiers are editors
II1,2,0,2,0,Some travelers are analysts and Some analysts are novelists
EA1,7,0,0,0,No athletes are lawyers and All lawyers are hunters
AI1,1,0,2,0,All scholars are assistants and Some assistants are farmers
OE1,2,0,6,0,Some chefs are not runners and No runners are scientists
EO1,4,0,5,0,No gamblers are bakers and Some bakers are not sculptors
OA4,2,0,5,1,Some cashiers are not waiters and All cashiers are poets
OO1,3,0,4,0,Some opticians are not actuaries and Some actuaries are not boxers
II3,2,0,2,0,Some mayors are swimmers and Some cooks are swimmers
EI1,2,0,5,1,No boxers are typists and Some typists are dancers
OA3,2,0,4,1,Some actors are not drillers and All nurses are drillers
EA4,0,0,7,0,No plumbers are dentists and All plumbers are lifeguards
IA1,0,0,5,1,Some cleaners are auditors and All auditors are painters
IE4,3,0,6,0,Some porters are judges and No porters are brewers
EE1,0,0,7,0,No cleaners are auditors and No auditors are painters
AE1,2,0,6,1,All swimmers are mayors and No mayors are cooks
EI3,1,0,4,0,No cashiers are poets and Some waiters are poets
IO3,4,0,5,0,Some sculptors are bakers and Some gamblers are not bakers
OE2,4,0,6,0,Some lifeguards are not dentists and No plumbers are lifeguards
AI4,2,1,2,1,All miners are skaters and Some miners are poets
OA1,1,0,4,0,Some fencers are not engineers and All engineers are campers
OI2,3,0,4,0,Some scholars are not assistants and Some farmers are scholars
EI4,2,0,5,1,No bankers are teachers and Some bankers are golfers
EA2,0,0,6,1,No travelers are novelists and All analysts are travelers
AA2,0,0,1,1,All students are cyclists and All buyers are students
OI1,2,0,4,0,Some writers are not drivers and Some drivers are hikers
IO1,2,0,4,0,Some lawyers are hunters and Some hunters are not athletes
AE2,2,0,7,0,All potters are sailors and No chemists are potters
IE1,2,0,6,0,Some trainers are designers and No designers are architects
IO2,2,0,5,0,Some dancers are typists and Some boxers are not dancers
OI4,1,0,5,0,Some packers are not tutors and Some packers are butchers
OO2,5,0,5,0,Some actors are not painters and Some workers are not actors
AO2,3,0,5,0,All tellers are climbers and Some doctors are not tellers
EO4,2,0,5,0,No singers are pilots and Some singers are not tailors
AE3,0,0,6,1,All therapists are climbers and No skaters are climbers
II4,3,0,2,0,Some divers are linguists and Some divers are carpenters
EE4,7,0,6,0,No managers are models and No managers are clerks
IE3,5,0,6,0,Some actuaries are opticians and No boxers are opticians
OE4,2,0,6,0,Some drillers are not nurses and No drillers are actors
IA3,5,0,2,0,Some riders are joggers and All counselors are joggers
AA1,0,1,0,1,All tutors are butchers and All butchers are packers
IA4,2,1,4,0,Some cashiers are waiters and All cashiers are poets
EA3,1,0,4,1,No athletes are hunters and All lawyers are hunters
AI2,2,1,5,0,All trainers are designers and Some architects are trainers
OO1,3,0,4,0,Some judges are not brewers and Some brewers are not porters
IE3,2,0,6,0,Some auditors are cleaners and No painters are cleaners
EA2,3,0,7,1,No mayors are cooks and All swimmers are mayors
IO2,2,0,5,0,Some counselors are joggers and Some riders are not counselors
OO3,4,0,3,0,Some opticians are not boxers and Some actuaries are not boxers
EE1,2,0,7,0,No surfers are planners and No planners are artists
IA1,2,1,4,0,Some florists are soldiers and All soldiers are editors
EO3,2,0,5,0,No painters are actors and Some workers are not actors
OI3,0,0,4,0,Some tailors are not pilots and Some singers are pilots
IA2,1,0,5,0,Some sculptors are gamblers and All bakers are sculptors
AA4,0,0,0,0,All brokers are secretaries and All brokers are agents
AO2,3,0,5,0,All analysts are travelers and Some novelists are not analysts
IE2,2,0,6,0,Some divers are carpenters and No linguists are divers
IE4,2,0,6,0,Some students are cyclists and No students are buyers
EI1,2,0,5,1,No engineers are fencers and Some fencers are campers
OA3,2,0,4,1,Some typists are not dancers and All boxers are dancers
EE4,0,0,6,0,No managers are clerks and No managers are models
EI3,0,0,4,0,No dentists are lifeguards and Some plumbers are lifeguards
AI1,2,0,2,0,All chemists are potters and Some potters are sailors
OA2,5,0,5,0,Some drillers are not actors and All nurses are drillers
AO1,4,0,5,0,All teachers are bankers and Some bankers are not golfers
AA3,3,0,2,0,All writers are hikers and All drivers are hikers
OE2,2,0,6,0,Some doctors are not tellers and No climbers are doctors
EE2,1,0,6,0,No farmers are assistants and No scholars are farmers
II1,0,0,3,0,Some barbers are investors and Some investors are jugglers
OE1,2,0,6,0,Some therapists are not skaters and No skaters are climbers
AO4,2,0,4,1,All travelers are novelists and Some travelers are not analysts
AO3,5,1,5,1,All runners are scientists and Some chefs are not scientists
OO2,3,0,5,0,Some brokers are not agents and Some secretaries are not brokers
OE3,2,0,6,0,Some pilots are not singers and No tailors are singers
II3,2,0,2,0,Some lawyers are athletes and Some hunters are athletes
AI3,0,0,5,0,All chemists are sailors and Some potters are sailors
EO2,1,0,5,0,No investors are jugglers and Some barbers are not investors
AE3,0,0,7,1,All lifeguards are plumbers and No dentists are plumbers
AE2,1,0,6,0,All climbers are skaters and No therapists are climbers
EI2,5,1,7,0,No designers are trainers and Some architects are designers
OI4,0,0,4,0,Some opticians are not boxers and Some opticians are actuaries
EA1,0,0,7,0,No clerks are models and All models are managers
IO1,0,0,5,0,Some typists are boxers and Some boxers are not dancers
EA4,0,0,6,0,No bakers are gamblers and All bakers are sculptors
IO4,4,0,4,0,Some editors are florists and Some editors are not soldiers
EO1,2,0,4,0,No brewers are porters and Some porters are not judges
AI4,2,1,2,1,All painters are workers and Some painters are actors
OI1,2,0,4,0,Some nurses are not actors and Some actors are drillers
AA2,2,1,4,0,All poets are miners and All skaters are poets
OO4,3,0,5,0,Some golfers are not bankers and Some golfers are not teachers
AE4,2,0,6,0,All hikers are drivers and No hikers are writers
AE1,1,0,6,1,All cashiers are poets and No poets are waiters
EI4,0,0,2,0,No divers are linguists and Some divers are carpenters
EE3,2,0,7,0,No fencers are campers and No engineers are campers
II2,2,0,2,0,Some cyclists are students and Some buyers are cyclists
OE4,1,0,7,0,Some packers are not tutors and No packers are butchers
II4,3,0,2,0,Some climbers are tellers and Some climbers are doctors
OA4,2,0,5,1,Some farmers are not scholars and All farmers are assistants
OI2,2,0,5,0,Some surfers are not planners and Some artists are surfers
OA1,0,0,4,0,Some auditors are not cleaners and All cleaners are painters
AA1,0,1,0,1,All actors are drillers and All drillers are nurses
IA4,3,0,4,0,Some florists are editors and All florists are soldiers
AI2,3,1,5,0,All typists are dancers and Some boxers are typists
EA3,0,0,6,1,No actors are painters and All workers are painters
OE3,2,0,3,0,Some novelists are not analysts and No travelers are analysts
OO3,5,0,3,0,Some writers are not hikers and Some drivers are not hikers
OO4,2,0,5,0,Some scientists are not chefs and Some scientists are not runners
EA2,0,0,6,1,No clerks are managers and All models are clerks
IO4,5,0,5,0,Some opticians are actuaries and Some opticians are not boxers
EI3,2,0,5,1,No painters are cleaners and Some auditors are cleaners
OI1,3,0,4,0,Some potters are not sailors and Some sailors are chemists
IA3,0,0,4,0,Some investors are barbers and All jugglers are barbers
OI4,3,0,5,0,Some porters are not judges and Some porters are brewers
EO3,2,0,5,0,No climbers are therapists and Some skaters are not therapists
EE1,0,0,6,0,No counselors are joggers and No joggers are riders
EO1,4,0,5,0,No cyclists are students and Some students are not buyers
IO3,3,0,5,0,Some climbers are tellers and Some doctors are not tellers
EO2,3,0,5,0,No miners are poets and Some skaters are not miners
IE1,0,0,6,0,Some dentists are lifeguards and No lifeguards are plumbers
IO1,4,0,5,0,Some sculptors are gamblers and Some gamblers are not bakers
II1,2,0,2,0,Some artists are planners and Some planners are surfers
IE4,2,0,6,0,Some waiters are poets and No waiters are cashiers
OA4,3,0,4,0,Some golfers are not bankers and All golfers are teachers
EO4,2,0,5,0,No campers are fencers and Some campers are not engineers
AE2,0,0,6,0,All cooks are swimmers and No mayors are cooks
EI2,3,0,5,1,No trainers are architects and Some designers are trainers
II4,2,0,2,0,Some lawyers are athletes and Some lawyers are hunters
EE3,6,0,7,0,No divers are linguists and No carpenters are linguists
OE4,2,0,5,0,Some scholars are not farmers and No scholars are assistants
AA4,0,0,0,0,All agents are secretaries and All agents are brokers
AI1,2,0,2,0,All travelers are analysts and Some analysts are novelists
OA2,0,0,7,0,Some editors are not soldiers and All florists are editors
EA4,0,0,7,0,No painters are cleaners and All painters are auditors
AO3,5,1,5,1,All cooks are swimmers and Some mayors are not swimmers
AO1,0,0,4,0,All doctors are tellers and Some tellers are not climbers
OE2,3,0,6,0,Some butchers are not tutors and No packers are butchers
IA1,2,1,3,0,Some gamblers are bakers and All bakers are sculptors
OI2,2,0,4,0,Some actuaries are not opticians and Some boxers are actuaries
IE3,2,0,4,1,Some workers are painters and No actors are painters
EA1,1,0,7,0,No bankers are golfers and All golfers are teachers
EE2,3,0,1,0,No poets are cashiers and No waiters are poets
OO2,2,0,5,0,Some trainers are not designers and Some architects are not trainers
OI3,0,0,4,0,Some barbers are not investors and Some jugglers are investors
AA2,0,0,0,0,All lifeguards are dentists and All plumbers are lifeguards
IA2,2,0,5,0,Some hikers are drivers and All writers are hikers
AE3,0,0,6,1,All managers are models and No clerks are models
IE2,2,0,5,0,Some porters are brewers and No judges are porters
OE1,3,0,6,0,Some assistants are not scholars and No scholars are farmers
II3,2,0,5,0,Some planners are surfers and Some artists are surfers
II2,2,0,2,0,Some athletes are lawyers and Some hunters are athletes
EE4,1,0,7,0,No students are buyers and No students are cyclists
AI3,2,0,2,0,All carpenters are linguists and Some divers are linguists
EI4,2,0,5,1,No chefs are runners and Some chefs are scientists
OA3,2,0,4,1,Some skaters are not miners and All poets are miners
AE4,4,1,6,0,All counselors are joggers and No counselors are riders
AO2,3,0,5,0,All fencers are engineers and Some campers are not fencers
OO1,2,0,5,0,Some skaters are not climbers and Some climbers are not therapists
EI1,2,0,5,1,No dancers are boxers and Some boxers are typists
AI4,0,0,2,1,All pilots are tailors and Some pilots are singers
AE1,0,0,6,1,All secretaries are agents and No agents are brokers
AI2,2,1,2,1,All linguists are carpenters and Some divers are linguists
EA3,3,0,6,1,No investors are jugglers and All barbers are jugglers
AA1,2,1,0,1,All planners are artists and All artists are surfers
IA4,2,1,4,0,Some dancers are boxers and All dancers are typists
EE1,2,0,6,0,No climbers are therapists and No therapists are skaters
EA1,1,0,0,0,No riders are counselors and All counselors are joggers
AI4,0,0,2,1,All waiters are poets and Some waiters are cashiers
IE4,2,0,6,0,Some drillers are actors and No drillers are nurses
OO3,2,0,5,0,Some fencers are not campers and Some engineers are not campers
OO1,2,0,4,0,Some secretaries are not brokers and Some brokers are not agents
EO1,3,0,5,0,No poets are miners and Some miners are not skaters
EI1,0,0,4,0,No dentists are plumbers and Some plumbers are lifeguards
IO1,4,0,5,0,Some trainers are architects and Some architects are not designers
II2,2,0,2,0,Some doctors are tellers and Some climbers are doctors
OI3,2,0,4,0,Some lawyers are not hunters and Some athletes are hunters
EI4,2,0,5,1,No drivers are hikers and Some drivers are writers
OE2,2,0,6,0,Some students are not buyers and No cyclists are students
AI1,2,0,2,0,All sailors are chemists and Some chemists are potters
OE1,4,0,3,0,Some soldiers are not florists and No florists are editors
II1,2,0,2,0,Some butchers are tutors and Some tutors are packers
AO2,4,0,5,0,All travelers are novelists and Some analysts are not travelers
OE4,2,0,6,0,Some singers are not pilots and No singers are tailors
EA4,1,0,7,0,No golfers are bankers and All golfers are teachers
AE1,1,0,6,1,All assistants are farmers and No farmers are scholars
AE3,5,1,6,1,All actuaries are boxers and No opticians are boxers
EE4,7,0,7,0,No clerks are models and No clerks are managers
EO4,4,0,6,0,No auditors are painters and Some auditors are not cleaners
AA2,0,0,0,0,All swimmers are cooks and All mayors are swimmers
IO2,2,0,5,0,Some runners are chefs and Some scientists are not runners
AO3,4,0,5,1,All brewers are porters and Some judges are not porters
II3,2,0,2,0,Some bakers are gamblers and Some sculptors are gamblers
IO3,3,0,5,0,Some workers are painters and Some actors are not painters
EO3,2,0,5,0,No surfers are artists and Some planners are not artists
IO4,2,0,4,0,Some analysts are novelists and Some analysts are not travelers
AA4,0,0,0,0,All mayors are cooks and All mayors are swimmers
OO4,4,0,5,0,Some porters are not judges and Some porters are not brewers
AE4,0,0,6,0,All doctors are climbers and No doctors are tellers
AA3,0,0,1,0,All linguists are divers and All carpenters are divers
OI1,2,0,4,0,Some typists are not boxers and Some boxers are dancers
EO2,5,0,5,0,No bankers are golfers and Some teachers are not bankers
IE1,2,0,6,0,Some auditors are cleaners and No cleaners are painters
OA4,5,1,5,1,Some boxers are not actuaries and All boxers are opticians
EI2,2,0,4,0,No bakers are sculptors and Some gamblers are bakers
OE3,2,0,7,0,Some painters are not workers and No actors are workers
AO1,4,0,4,0,All tailors are singers and Some singers are not pilots
AE2,1,0,7,0,All tutors are packers and No butchers are tutors
IE2,3,0,6,0,Some riders are counselors and No joggers are riders
EE2,1,0,6,0,No scholars are assistants and No farmers are scholars
OI4,2,0,5,0,Some students are not buyers and Some students are cyclists
OA2,4,0,5,0,Some models are not clerks and All managers are models
OI2,2,0,5,0,Some campers are not engineers and Some fencers are campers
AO4,3,0,4,1,All barbers are jugglers and Some barbers are not investors
IA1,2,1,5,1,Some actors are nurses and All nurses are drillers
IE3,0,0,5,0,Some dentists are plumbers and No lifeguards are plumbers
OA3,1,0,4,1,Some hikers are not drivers and All writers are drivers
OA1,2,0,4,0,Some trainers are not architects and All architects are designers
II4,2,0,2,0,Some sailors are potters and Some sailors are chemists
IA2,2,0,7,0,Some miners are skaters and All poets are miners
OO2,3,0,5,0,Some skaters are not therapists and Some climbers are not skaters
AI3,3,0,5,0,All waiters are cashiers and Some poets are cashiers
EE3,3,0,7,0,No agents are brokers and No secretaries are brokers
IA3,2,0,4,0,Some athletes are lawyers and All hunters are lawyers
EA2,0,0,6,1,No editors are soldiers and All florists are editors
EA3,1,0,7,1,No editors are soldiers and All florists are soldiers
AA1,0,1,0,1,All clerks are managers and All managers are models
AI2,2,1,5,0,All nurses are actors and Some drillers are nurses
IA4,2,1,4,0,Some runners are chefs and All runners are scientists
EO4,4,0,4,0,No travelers are novelists and Some travelers are not analysts
AE1,0,0,6,1,All designers are architects and No architects are trainers
EA1,2,0,4,0,No miners are poets and All poets are skaters
AO3,3,0,5,1,All jugglers are investors and Some barbers are not investors
EO2,3,0,5,0,No mayors are cooks and Some swimmers are not mayors
EE2,0,0,7,0,No brewers are judges and No porters are brewers
EE4,0,0,6,0,No skaters are therapists and No skaters are climbers
EO3,5,0,7,0,No dentists are plumbers and Some lifeguards are not plumbers
II4,2,0,2,0,Some brokers are agents and Some brokers are secretaries
EE1,1,0,7,0,No bankers are golfers and No golfers are teachers
EI1,2,0,5,1,No waiters are cashiers and Some cashiers are poets
II1,2,0,2,0,Some linguists are divers and Some divers are carpenters
OE1,5,0,6,0,Some riders are not joggers and No joggers are counselors
EE3,0,0,6,0,No lawyers are hunters and No athletes are hunters
AO1,4,0,4,0,All workers are actors and Some actors are not painters
IE4,3,0,6,0,Some typists are dancers and No typists are boxers
IA3,2,0,2,0,Some farmers are scholars and All assistants are scholars
EA4,0,0,6,0,No singers are pilots and All singers are tailors
OA3,2,0,2,0,Some sailors are not chemists and All potters are chemists
AA4,1,0,0,0,All cyclists are buyers and All cyclists are students
AO2,1,0,5,0,All artists are planners and Some surfers are not artists
II3,2,0,2,0,Some campers are fencers and Some engineers are fencers
IE1,2,0,6,0,Some climbers are doctors and No doctors are tellers
OO2,3,0,4,0,Some travelers are not analysts and Some novelists are not travelers
IO2,5,0,5,0,Some writers are hikers and Some drivers are not writers
EI3,1,0,4,0,No investors are barbers and Some jugglers are barbers
OE4,4,0,6,0,Some buyers are not students and No buyers are cyclists
IO3,0,0,5,0,Some plumbers are dentists and Some lifeguards are not dentists
AI4,2,1,2,1,All brewers are porters and Some brewers are judges
OI1,2,0,4,0,Some joggers are not counselors and Some counselors are riders
OA2,3,0,5,0,Some florists are not editors and All soldiers are florists
AO4,4,1,4,1,All therapists are climbers and Some therapists are not skaters
OA1,2,0,4,0,Some athletes are not hunters and All hunters are lawyers
OI3,4,0,4,0,Some runners are not chefs and Some scientists are chefs
IE2,2,0,5,0,Some artists are surfers and No planners are artists
OO3,3,0,3,0,Some potters are not chemists and Some sailors are not chemists
EA2,1,0,6,1,No trainers are architects and All designers are trainers
IO1,4,0,4,0,Some boxers are actuaries and Some actuaries are not opticians
OI4,2,0,5,0,Some tellers are not doctors and Some tellers are climbers
II2,2,0,5,0,Some actors are nurses and Some drillers are actors
AA2,0,0,0,0,All pilots are tailors and All singers are pilots
EI2,3,0,5,1,No butchers are tutors and Some packers are butchers
OE3,2,0,6,0,Some campers are not engineers and No fencers are engineers
OO1,2,0,4,0,Some carpenters are not linguists and Some linguists are not divers
EI4,2,0,6,0,No gamblers are bakers and Some gamblers are sculptors
AI1,1,0,2,0,All painters are auditors and Some auditors are cleaners
OE2,3,0,7,0,Some brokers are not agents and No secretaries are brokers
IO4,2,0,5,0,Some swimmers are mayors and Some swimmers are not cooks
AE2,0,0,6,0,All typists are dancers and No boxers are typists
AE4,0,0,7,0,All painters are actors and No painters are workers
EO1,4,0,5,0,No teachers are golfers and Some golfers are not bankers
AE3,1,0,6,1,All managers are clerks and No models are clerks
AI2,1,0,2,1,All assistants are scholars and Some farmers are assistants
AA1,0,1,0,1,All mayors are swimmers and All swimmers are cooks
EA3,0,0,7,1,No lifeguards are dentists and All plumbers are dentists
IA4,2,1,5,1,Some drillers are nurses and All drillers are actors
EE2,4,0,7,0,No designers are architects and No trainers are designers
AO1,4,0,4,0,All actors are workers and Some workers are not painters
AA3,1,0,2,0,All artists are surfers and All planners are surfers
IO4,2,0,4,0,Some runners are chefs and Some runners are not scientists
IE4,1,0,6,0,Some tutors are packers and No tutors are butchers
EO1,4,0,5,0,No athletes are lawyers and Some lawyers are not hunters
OA1,2,0,4,0,Some secretaries are not brokers and All brokers are agents
EA2,0,0,7,1,No models are clerks and All managers are models
EE3,6,0,4,0,No writers are hikers and No drivers are hikers
AE3,0,0,6,1,All engineers are campers and No fencers are campers
EI2,2,0,5,1,No pilots are tailors and Some singers are pilots
EO4,2,0,5,0,No teachers are bankers and Some teachers are not golfers
AA4,1,0,0,0,All florists are editors and All florists are soldiers
AE4,0,0,6,0,All poets are cashiers and No poets are waiters
EE1,0,0,7,0,No boxers are typists and No typists are dancers
EI1,3,0,2,0,No linguists are divers and Some divers are carpenters
EO3,2,0,5,0,No skaters are therapists and Some climbers are not therapists
OI3,2,0,4,0,Some judges are not brewers and Some porters are brewers
AI3,3,0,4,0,All sculptors are bakers and Some gamblers are bakers
EA1,0,0,7,0,No counselors are riders and All riders are joggers
OE3,2,0,3,0,Some potters are not chemists and No sailors are chemists
EI3,3,0,4,0,No jugglers are investors and Some barbers are investors
AO4,2,0,4,1,All miners are skaters and Some miners are not poets
OI1,2,0,4,0,Some buyers are not students and Some students are cyclists
AA2,2,1,1,1,All actuaries are boxers and All opticians are actuaries
IO1,2,0,4,0,Some novelists are travelers and Some travelers are not analysts
IA2,0,0,5,0,Some dentists are plumbers and All lifeguards are dentists
OE4,3,0,7,0,Some climbers are not tellers and No climbers are doctors
IA3,2,0,3,0,Some architects are designers and All trainers are designers
OI4,2,0,5,0,Some tailors are not pilots and Some tailors are singers
OA2,4,0,5,0,Some scholars are not farmers and All assistants are scholars
IE1,2,0,6,0,Some lawyers are athletes and No athletes are hunters
IO2,5,0,5,0,Some hikers are writers and Some drivers are not hikers
II1,1,0,2,0,Some jugglers are investors and Some investors are barbers
II2,2,0,5,0,Some skaters are miners and Some poets are skaters
IA1,1,0,5,1,Some painters are auditors and All auditors are cleaners
IE3,2,0,5,0,Some drillers are nurses and No actors are nurses
EA4,5,1,7,0,No actuaries are opticians and All actuaries are boxers
AE2,0,0,6,0,All brewers are judges and No porters are brewers
OE2,2,0,6,0,Some analysts are not novelists and No travelers are analysts
AO3,2,0,5,1,All gamblers are bakers and Some sculptors are not bakers
EE4,1,0,6,0,No cyclists are buyers and No cyclists are students
OO3,3,0,2,0,Some linguists are not divers and Some carpenters are not divers
II4,1,0,3,0,Some tutors are packers and Some tutors are butchers
EO2,3,0,5,0,No secretaries are brokers and Some agents are not secretaries
OO2,3,0,5,0,Some surfers are not artists and Some planners are not surfers
AO2,4,0,5,0,All painters are actors and Some workers are not painters
OA4,4,0,4,0,Some cooks are not mayors and All cooks are swimmers
OE1,4,0,4,0,Some editors are not soldiers and No soldiers are florists
OO4,1,0,5,0,Some riders are not counselors and Some riders are not joggers
AE1,0,0,6,1,All waiters are poets and No poets are cashiers
OO1,2,0,4,0,Some campers are not fencers and Some fencers are not engineers
AI4,2,1,2,1,All climbers are therapists and Some climbers are skaters
II3,2,0,2,0,Some chemists are sailors and Some potters are sailors
EI4,3,0,5,1,No chefs are scientists and Some chefs are runners
EA3,0,0,4,1,No pilots are tailors and All singers are tailors
IA4,2,1,0,0,Some tellers are doctors and All tellers are climbers
EO4,2,0,5,0,No surfers are planners and Some surfers are not artists
II3,2,0,3,0,Some chemists are potters and Some sailors are potters
IA2,0,0,2,0,Some secretaries are agents and All brokers are secretaries
AE3,0,0,6,1,All teachers are golfers and No bankers are golfers
EE1,0,0,6,0,No hikers are writers and No writers are drivers
OO3,3,0,3,0,Some editors are not florists and Some soldiers are not florists
OI2,2,0,4,0,Some barbers are not investors and Some jugglers are barbers
AI3,2,0,2,0,All scholars are farmers and Some assistants are farmers
II1,2,0,2,0,Some campers are engineers and Some engineers are fencers
OO4,2,0,2,0,Some carpenters are not linguists and Some carpenters are not divers
EI3,1,0,5,1,No tutors are packers and Some butchers are packers
EE2,4,0,7,0,No travelers are novelists and No analysts are travelers
II4,2,0,2,0,Some athletes are lawyers and Some athletes are hunters
OE2,3,0,6,0,Some riders are not counselors and No joggers are riders
OI3,2,0,4,0,Some lifeguards are not dentists and Some plumbers are dentists
EO1,3,0,5,0,No buyers are students and Some students are not cyclists
IA3,3,0,4,0,Some gamblers are sculptors and All bakers are sculptors
IE1,2,0,6,0,Some actors are painters and No painters are workers
EO3,2,0,4,0,No actors are nurses and Some drillers are not nurses
AO2,3,0,5,0,All boxers are dancers and Some typists are not boxers
II2,3,0,2,0,Some opticians are actuaries and Some boxers are opticians
AO3,2,0,4,0,All chefs are scientists and Some runners are not scientists
IA1,2,1,4,0,Some mayors are cooks and All cooks are swimmers
IE3,2,0,5,0,Some architects are designers and No trainers are designers
AA4,2,1,0,0,All therapists are skaters and All therapists are climbers
OI1,2,0,4,0,Some barbers are not jugglers and Some jugglers are investors
EA1,0,0,7,0,No chemists are sailors and All sailors are potters
OI4,2,0,5,0,Some poets are not miners and Some poets are skaters
OO2,3,0,5,0,Some novelists are not analysts and Some travelers are not novelists
AO1,0,0,4,0,All linguists are carpenters and Some carpenters are not divers
EE3,6,0,6,0,No scientists are chefs and No runners are chefs
OO1,2,0,5,0,Some cleaners are not auditors and Some auditors are not painters
EE4,2,0,6,0,No typists are boxers and No typists are dancers
EA2,0,0,6,1,No pilots are tailors and All singers are pilots
AE2,1,0,6,0,All actors are workers and No painters are actors
AE4,2,0,7,0,All artists are surfers and No artists are planners
OE1,2,0,6,0,Some mayors are not swimmers and No swimmers are cooks
IO2,2,0,5,0,Some hunters are lawyers and Some athletes are not hunters
AA2,0,0,2,1,All teachers are bankers and All golfers are teachers
OA2,2,0,5,0,Some poets are not cashiers and All waiters are poets
AO4,2,0,5,0,All nurses are actors and Some nurses are not drillers
OA3,0,0,4,1,Some butchers are not packers and All tutors are packers
IE2,3,0,5,0,Some drivers are hikers and No writers are drivers
AA3,1,0,0,0,All judges are porters and All brewers are porters
IO3,4,0,5,0,Some bakers are sculptors and Some gamblers are not sculptors
EO2,2,0,5,0,No buyers are cyclists and Some students are not buyers
OE3,2,0,5,0,Some soldiers are not editors and No florists are editors
EA4,0,0,7,0,No engineers are fencers and All engineers are campers
EI4,3,0,2,0,No secretaries are brokers and Some secretaries are agents
IO4,2,0,4,0,Some trainers are designers and Some trainers are not architects
OE4,2,0,6,0,Some tellers are not doctors and No tellers are climbers
OA1,4,0,2,0,Some lifeguards are not plumbers and All plumbers are dentists
OA4,1,0,4,0,Some scholars are not assistants and All scholars are farmers
IE4,5,0,6,0,Some boxers are actuaries and No boxers are opticians
AI2,3,1,5,0,All architects are trainers and Some designers are architects
EA3,0,0,6,1,No dentists are plumbers and All lifeguards are plumbers
AA1,2,1,0,1,All writers are hikers and All hikers are drivers
IA4,2,1,4,0,Some editors are florists and All editors are soldiers
OA3,3,0,4,1,Some cashiers are not poets and All waiters are poets
AE2,2,0,6,0,All surfers are planners and No artists are surfers
IE1,2,0,6,0,Some mayors are cooks and No cooks are swimmers
II3,3,0,5,0,Some fencers are campers and Some engineers are campers
OE2,3,0,7,0,Some barbers are not investors and No jugglers are barbers
EI1,0,0,2,0,No doctors are tellers and Some tellers are climbers
AO1,4,0,4,0,All bakers are gamblers and Some gamblers are not sculptors
OO2,1,0,5,0,Some teachers are not bankers and Some golfers are not teachers
EO4,3,0,6,0,No joggers are riders and Some joggers are not counselors
OA2,4,0,7,0,Some actors are not painters and All workers are actors
EO1,0,0,4,0,No butchers are packers and Some packers are not tutors
IO4,2,0,4,0,Some brewers are porters and Some brewers are not judges
AI1,2,0,2,0,All farmers are scholars and Some scholars are assistants
AE1,1,0,7,1,All boxers are actuaries and No actuaries are opticians
OI4,2,0,5,0,Some actors are not nurses and Some actors are drillers
OA4,3,0,5,1,Some agents are not brokers and All agents are secretaries
AO3,0,0,5,1,All linguists are divers and Some carpenters are not divers
II1,2,0,4,0,Some managers are clerks and Some clerks are models
OO1,3,0,4,0,Some analysts are not novelists and Some novelists are not travelers
IO1,2,0,4,0,Some sailors are potters and Some potters are not chemists
EI3,3,0,4,0,No buyers are students and Some cyclists are students
OI2,2,0,4,0,Some boxers are not dancers and Some typists are boxers
AE4,0,0,6,0,All chefs are scientists and No chefs are runners
EI4,2,0,5,1,No cleaners are painters and Some cleaners are auditors
EA4,1,0,7,0,No tailors are singers and All tailors are pilots
EA2,0,0,6,1,No florists are soldiers and All editors are florists
EE2,2,0,6,0,No engineers are fencers and No campers are engineers
OE3,2,0,2,0,Some chemists are not sailors and No potters are sailors
OO3,4,0,2,0,Some dentists are not lifeguards and Some plumbers are not lifeguards
AO4,2,0,4,1,All opticians are boxers and Some opticians are not actuaries
EE4,6,0,6,0,No clerks are managers and No clerks are models
EE1,0,0,7,0,No cashiers are waiters and No waiters are poets
IE4,2,0,6,0,Some assistants are scholars and No assistants are farmers
IO3,4,0,5,0,Some brewers are porters and Some judges are not porters
AI3,2,0,3,0,All cyclists are students and Some buyers are students
OI1,5,0,4,0,Some golfers are not bankers and Some bankers are teachers
IE2,2,0,5,0,Some designers are architects and No trainers are designers
IA1,2,1,5,1,Some tailors are pilots and All pilots are singers
IE3,3,0,6,0,Some dancers are typists and No boxers are typists
OE4,3,0,6,0,Some tellers are not climbers and No tellers are doctors
EO3,4,0,2,0,No mayors are cooks and Some swimmers are not cooks
OI3,2,0,4,0,Some actors are not nurses and Some drillers are nurses
OA1,2,0,4,0,Some runners are not scientists and All scientists are chefs
IA2,2,0,4,0,Some divers are carpenters and All linguists are divers
IO2,2,0,5,0,Some athletes are lawyers and Some hunters are not athletes
