id_seq,sentenced,choice_str,choice_pred,choice_union_pred
13_23_R,Some engineers are campers and All fencers are engineers,"['All campers are fencers', 'All fencers are campers', 'Some campers are fencers', 'Some fencers are campers', 'Some campers are not fencers', 'Some fencers are not campers', 'No campers are fencers', 'No fencers are campers', 'NVC']","[0.9999970197677612, 0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999969005584717, 0.9999969005584717, 0.9999966621398926, 0.9999966621398926, -1]","[0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999970197677612, 0.9999969005584717, 0.9999969005584717, -1]"
13_24_R,All therapists are skaters and No therapists are climbers,"['All skaters are climbers', 'All climbers are skaters', 'Some skaters are climbers', 'Some climbers are skaters', 'Some skaters are not climbers', 'Some climbers are not skaters', 'No skaters are climbers', 'No climbers are skaters', 'NVC']","[0.9999970197677612, 0.9999970197677612, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999970197677612, -1]","[0.9999969005584717, 0.9999970197677612, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999970197677612, 0.9999970197677612, -1]"
13_26_R,No athletes are lawyers and Some hunters are lawyers,"['All athletes are hunters', 'All hunters are athletes', 'Some athletes are hunters', 'Some hunters are athletes', 'Some athletes are not hunters', 'Some hunters are not athletes', 'No athletes are hunters', 'No hunters are athletes', 'NVC']","[0.9999960660934448, 0.9999963045120239, 0.9999967813491821, 0.9999969005584717, 0.9999966621398926, 0.9999966621398926, 0.9999964237213135, 0.9999966621398926, -1]","[0.9999961853027344, 0.999996542930603, 0.9999966621398926, 0.9999970197677612, 0.9999967813491821, 0.9999970197677612, 0.9999964237213135, 0.9999967813491821, -1]"
13_27_R,Some plumbers are dentists and Some dentists are lifeguards,"['All plumbers are lifeguards', 'All lifeguards are plumbers', 'Some plumbers are lifeguards', 'Some lifeguards are plumbers', 'Some plumbers are not lifeguards', 'Some lifeguards are not plumbers', 'No plumbers are lifeguards', 'No lifeguards are plumbers', 'NVC']","[0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.999997615814209, 0.9999973773956299, 0.9999974966049194, -1]","[0.9999974966049194, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.999997615814209, 0.999997615814209, 0.9999973773956299, 0.9999974966049194, -1]"
13_28_R,Some actors are nurses and Some drillers are not actors,"['All nurses are drillers', 'All drillers are nurses', 'Some nurses are drillers', 'Some drillers are nurses', 'Some nurses are not drillers', 'Some drillers are not nurses', 'No nurses are drillers', 'No drillers are nurses', 'NVC']","[0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999967813491821, 0.9999966621398926, -1]","[0.9999971389770508, 0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999970197677612, 0.9999969005584717, -1]"
13_29_R,All teachers are golfers and Some teachers are not bankers,"['All golfers are bankers', 'All bankers are golfers', 'Some golfers are bankers', 'Some bankers are golfers', 'Some golfers are not bankers', 'Some bankers are not golfers', 'No golfers are bankers', 'No bankers are golfers', 'NVC']","[0.9999971389770508, 0.9999967813491821, 0.9999971389770508, 0.9999969005584717, 0.9999971389770508, 0.9999970197677612, 0.9999967813491821, 0.999996542930603, -1]","[0.9999973773956299, 0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, -1]"
13_30_R,All butchers are tutors and All packers are butchers,"['All tutors are packers', 'All packers are tutors', 'Some tutors are packers', 'Some packers are tutors', 'Some tutors are not packers', 'Some packers are not tutors', 'No tutors are packers', 'No packers are tutors', 'NVC']","[0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999971389770508, 0.9999973773956299, 0.9999972581863403, 0.9999972581863403, -1]","[0.9999973773956299, 0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999972581863403, 0.9999973773956299, -1]"
13_31_R,No secretaries are brokers and Some secretaries are not agents,"['All brokers are agents', 'All agents are brokers', 'Some brokers are agents', 'Some agents are brokers', 'Some brokers are not agents', 'Some agents are not brokers', 'No brokers are agents', 'No agents are brokers', 'NVC']","[0.9999969005584717, 0.9999969005584717, 0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999971389770508, -1]","[0.9999967813491821, 0.9999967813491821, 0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999969005584717, 0.9999970197677612, -1]"
13_32_R,No climbers are skaters and Some therapists are climbers,"['All skaters are therapists', 'All therapists are skaters', 'Some skaters are therapists', 'Some therapists are skaters', 'Some skaters are not therapists', 'Some therapists are not skaters', 'No skaters are therapists', 'No therapists are skaters', 'NVC']","[0.9999970197677612, 0.9999970197677612, 0.9999973773956299, 0.9999972581863403, 0.9999972581863403, 0.9999971389770508, 0.9999970197677612, 0.9999970197677612, -1]","[0.9999969005584717, 0.9999970197677612, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999970197677612, 0.9999971389770508, -1]"
13_33_R,Some opticians are boxers and Some boxers are not actuaries,"['All opticians are actuaries', 'All actuaries are opticians', 'Some opticians are actuaries', 'Some actuaries are opticians', 'Some opticians are not actuaries', 'Some actuaries are not opticians', 'No opticians are actuaries', 'No actuaries are opticians', 'NVC']","[0.9999973773956299, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, -1]","[0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, -1]"
13_34_R,Some joggers are not counselors and Some joggers are not riders,"['All counselors are riders', 'All riders are counselors', 'Some counselors are riders', 'Some riders are counselors', 'Some counselors are not riders', 'Some riders are not counselors', 'No counselors are riders', 'No riders are counselors', 'NVC']","[0.9999971389770508, 0.9999969005584717, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999969005584717, 0.9999967813491821, -1]","[0.9999970197677612, 0.9999969005584717, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999969005584717, 0.9999969005584717, -1]"
13_35_R,No students are buyers and Some buyers are not cyclists,"['All students are cyclists', 'All cyclists are students', 'Some students are cyclists', 'Some cyclists are students', 'Some students are not cyclists', 'Some cyclists are not students', 'No students are cyclists', 'No cyclists are students', 'NVC']","[0.9999970197677612, 0.9999969005584717, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999970197677612, 0.9999970197677612, -1]","[0.9999969005584717, 0.9999969005584717, 0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999970197677612, 0.9999969005584717, -1]"
13_36_R,Some mayors are not cooks and All swimmers are mayors,"['All cooks are swimmers', 'All swimmers are cooks', 'Some cooks are swimmers', 'Some swimmers are cooks', 'Some cooks are not swimmers', 'Some swimmers are not cooks', 'No cooks are swimmers', 'No swimmers are cooks', 'NVC']","[0.9999966621398926, 0.9999967813491821, 0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999964237213135, 0.999996542930603, -1]","[0.9999969005584717, 0.9999969005584717, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999969005584717, 0.9999970197677612, -1]"
13_37_R,Some planners are not artists and No planners are surfers,"['All artists are surfers', 'All surfers are artists', 'Some artists are surfers', 'Some surfers are artists', 'Some artists are not surfers', 'Some surfers are not artists', 'No artists are surfers', 'No surfers are artists', 'NVC']","[0.9999970197677612, 0.9999971389770508, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, -1]","[0.9999971389770508, 0.9999970197677612, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999971389770508, -1]"
13_38_R,Some potters are sailors and No chemists are sailors,"['All potters are chemists', 'All chemists are potters', 'Some potters are chemists', 'Some chemists are potters', 'Some potters are not chemists', 'Some chemists are not potters', 'No potters are chemists', 'No chemists are potters', 'NVC']","[0.9999970197677612, 0.9999970197677612, 0.9999972581863403, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999971389770508, -1]","[0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, -1]"
13_39_R,No designers are trainers and Some architects are not designers,"['All trainers are architects', 'All architects are trainers', 'Some trainers are architects', 'Some architects are trainers', 'Some trainers are not architects', 'Some architects are not trainers', 'No trainers are architects', 'No architects are trainers', 'NVC']","[0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999971389770508, 0.9999971389770508, -1]","[0.9999973773956299, 0.9999971389770508, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999971389770508, -1]"
13_40_R,Some florists are not editors and Some soldiers are not florists,"['All editors are soldiers', 'All soldiers are editors', 'Some editors are soldiers', 'Some soldiers are editors', 'Some editors are not soldiers', 'Some soldiers are not editors', 'No editors are soldiers', 'No soldiers are editors', 'NVC']","[0.9999960660934448, 0.9999969005584717, 0.9999967813491821, 0.9999971389770508, 0.9999969005584717, 0.9999970197677612, 0.9999960660934448, 0.9999966621398926, -1]","[0.999996542930603, 0.9999971389770508, 0.9999969005584717, 0.9999972581863403, 0.9999970197677612, 0.9999971389770508, 0.9999967813491821, 0.9999970197677612, -1]"
13_41_R,All tellers are doctors and Some climbers are doctors,"['All tellers are climbers', 'All climbers are tellers', 'Some tellers are climbers', 'Some climbers are tellers', 'Some tellers are not climbers', 'Some climbers are not tellers', 'No tellers are climbers', 'No climbers are tellers', 'NVC']","[0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999971389770508, 0.9999971389770508, -1]","[0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.9999974966049194, 0.9999972581863403, 0.9999973773956299, -1]"
13_42_R,Some clerks are not managers and Some models are managers,"['All clerks are models', 'All models are clerks', 'Some clerks are models', 'Some models are clerks', 'Some clerks are not models', 'Some models are not clerks', 'No clerks are models', 'No models are clerks', 'NVC']","[0.9999967813491821, 0.9999967813491821, 0.9999969005584717, 0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.999996542930603, 0.999996542930603, -1]","[0.9999967813491821, 0.9999969005584717, 0.9999967813491821, 0.9999970197677612, 0.9999969005584717, 0.9999970197677612, 0.9999966621398926, 0.9999967813491821, -1]"
13_44_R,Some carpenters are not linguists and Some linguists are divers,"['All carpenters are divers', 'All divers are carpenters', 'Some carpenters are divers', 'Some divers are carpenters', 'Some carpenters are not divers', 'Some divers are not carpenters', 'No carpenters are divers', 'No divers are carpenters', 'NVC']","[0.9999972581863403, 0.9999970197677612, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999970197677612, 0.9999969005584717, -1]","[0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, -1]"
13_45_R,All jugglers are barbers and Some jugglers are investors,"['All barbers are investors', 'All investors are barbers', 'Some barbers are investors', 'Some investors are barbers', 'Some barbers are not investors', 'Some investors are not barbers', 'No barbers are investors', 'No investors are barbers', 'NVC']","[0.9999971389770508, 0.9999970197677612, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, 0.9999969005584717, -1]","[0.9999972581863403, 0.9999971389770508, 0.9999973773956299, 0.9999972581863403, 0.9999974966049194, 0.9999972581863403, 0.9999972581863403, 0.9999971389770508, -1]"
13_46_R,Some actors are drillers and Some nurses are actors,"['All drillers are nurses', 'All nurses are drillers', 'Some drillers are nurses', 'Some nurses are drillers', 'Some drillers are not nurses', 'Some nurses are not drillers', 'No drillers are nurses', 'No nurses are drillers', 'NVC']","[0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999969005584717, 0.9999970197677612, 0.999996542930603, 0.9999966621398926, -1]","[0.9999970197677612, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, 0.9999969005584717, 0.9999970197677612, -1]"
13_47_R,No scholars are farmers and Some farmers are assistants,"['All scholars are assistants', 'All assistants are scholars', 'Some scholars are assistants', 'Some assistants are scholars', 'Some scholars are not assistants', 'Some assistants are not scholars', 'No scholars are assistants', 'No assistants are scholars', 'NVC']","[0.9999969005584717, 0.9999964237213135, 0.9999971389770508, 0.9999966621398926, 0.9999970197677612, 0.999996542930603, 0.9999970197677612, 0.999996542930603, -1]","[0.9999971389770508, 0.9999969005584717, 0.9999972581863403, 0.9999969005584717, 0.9999972581863403, 0.9999967813491821, 0.9999971389770508, 0.9999967813491821, -1]"
13_48_R,Some judges are porters and All porters are brewers,"['All judges are brewers', 'All brewers are judges', 'Some judges are brewers', 'Some brewers are judges', 'Some judges are not brewers', 'Some brewers are not judges', 'No judges are brewers', 'No brewers are judges', 'NVC']","[0.9999967813491821, 0.9999966621398926, 0.9999967813491821, 0.9999967813491821, 0.9999967813491821, 0.9999966621398926, 0.9999961853027344, 0.9999963045120239, -1]","[0.9999967813491821, 0.9999967813491821, 0.9999967813491821, 0.9999969005584717, 0.9999969005584717, 0.9999970197677612, 0.999996542930603, 0.9999967813491821, -1]"
13_49_R,Some butchers are tutors and No butchers are packers,"['All tutors are packers', 'All packers are tutors', 'Some tutors are packers', 'Some packers are tutors', 'Some tutors are not packers', 'Some packers are not tutors', 'No tutors are packers', 'No packers are tutors', 'NVC']","[0.9999969005584717, 0.9999970197677612, 0.9999971389770508, 0.9999972581863403, 0.9999969005584717, 0.9999972581863403, 0.9999966621398926, 0.9999969005584717, -1]","[0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, -1]"
13_51_R,No workers are actors and All actors are painters,"['All workers are painters', 'All painters are workers', 'Some workers are painters', 'Some painters are workers', 'Some workers are not painters', 'Some painters are not workers', 'No workers are painters', 'No painters are workers', 'NVC']","[0.9999969005584717, 0.9999969005584717, 0.9999964237213135, 0.999996542930603, 0.999996542930603, 0.9999964237213135, 0.9999967813491821, 0.9999967813491821, -1]","[0.9999967813491821, 0.9999967813491821, 0.9999969005584717, 0.9999967813491821, 0.9999970197677612, 0.9999969005584717, 0.9999967813491821, 0.9999966621398926, -1]"
13_52_R,Some writers are not drivers and All drivers are hikers,"['All writers are hikers', 'All hikers are writers', 'Some writers are hikers', 'Some hikers are writers', 'Some writers are not hikers', 'Some hikers are not writers', 'No writers are hikers', 'No hikers are writers', 'NVC']","[0.9999971389770508, 0.9999970197677612, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999969005584717, 0.9999969005584717, -1]","[0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, -1]"
13_53_R,All hunters are lawyers and Some lawyers are not athletes,"['All hunters are athletes', 'All athletes are hunters', 'Some hunters are athletes', 'Some athletes are hunters', 'Some hunters are not athletes', 'Some athletes are not hunters', 'No hunters are athletes', 'No athletes are hunters', 'NVC']","[0.999996542930603, 0.9999963045120239, 0.9999969005584717, 0.9999967813491821, 0.9999969005584717, 0.9999967813491821, 0.9999964237213135, 0.9999957084655762, -1]","[0.999996542930603, 0.9999963045120239, 0.9999970197677612, 0.9999967813491821, 0.9999969005584717, 0.9999969005584717, 0.9999966621398926, 0.9999964237213135, -1]"
13_54_R,No dentists are plumbers and No dentists are lifeguards,"['All plumbers are lifeguards', 'All lifeguards are plumbers', 'Some plumbers are lifeguards', 'Some lifeguards are plumbers', 'Some plumbers are not lifeguards', 'Some lifeguards are not plumbers', 'No plumbers are lifeguards', 'No lifeguards are plumbers', 'NVC']","[0.9999974966049194, 0.999997615814209, 0.999997615814209, 0.999997615814209, 0.999997615814209, 0.999997615814209, 0.9999974966049194, 0.999997615814209, -1]","[0.9999974966049194, 0.9999974966049194, 0.999997615814209, 0.999997615814209, 0.999997615814209, 0.999997615814209, 0.9999974966049194, 0.999997615814209, -1]"
13_56_R,Some secretaries are brokers and Some agents are not brokers,"['All secretaries are agents', 'All agents are secretaries', 'Some secretaries are agents', 'Some agents are secretaries', 'Some secretaries are not agents', 'Some agents are not secretaries', 'No secretaries are agents', 'No agents are secretaries', 'NVC']","[0.9999967813491821, 0.9999966621398926, 0.9999972581863403, 0.9999970197677612, 0.9999971389770508, 0.9999969005584717, 0.9999969005584717, 0.9999966621398926, -1]","[0.9999970197677612, 0.9999969005584717, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999971389770508, 0.9999970197677612, -1]"
13_57_R,All miners are poets and All skaters are poets,"['All miners are skaters', 'All skaters are miners', 'Some miners are skaters', 'Some skaters are miners', 'Some miners are not skaters', 'Some skaters are not miners', 'No miners are skaters', 'No skaters are miners', 'NVC']","[0.9999966621398926, 0.9999967813491821, 0.9999970197677612, 0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999966621398926, 0.999996542930603, -1]","[0.9999963045120239, 0.9999963045120239, 0.9999971389770508, 0.9999970197677612, 0.9999972581863403, 0.9999971389770508, 0.9999967813491821, 0.9999966621398926, -1]"
13_58_R,Some singers are tailors and No pilots are singers,"['All tailors are pilots', 'All pilots are tailors', 'Some tailors are pilots', 'Some pilots are tailors', 'Some tailors are not pilots', 'Some pilots are not tailors', 'No tailors are pilots', 'No pilots are tailors', 'NVC']","[0.9999974966049194, 0.9999974966049194, 0.999997615814209, 0.999997615814209, 0.999997615814209, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, -1]","[0.999997615814209, 0.999997615814209, 0.9999974966049194, 0.999997615814209, 0.999997615814209, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, -1]"
13_59_R,Some runners are scientists and Some runners are not chefs,"['All scientists are chefs', 'All chefs are scientists', 'Some scientists are chefs', 'Some chefs are scientists', 'Some scientists are not chefs', 'Some chefs are not scientists', 'No scientists are chefs', 'No chefs are scientists', 'NVC']","[0.9999967813491821, 0.9999969005584717, 0.9999971389770508, 0.9999972581863403, 0.9999970197677612, 0.9999972581863403, 0.9999964237213135, 0.9999967813491821, -1]","[0.9999966621398926, 0.9999970197677612, 0.9999971389770508, 0.9999972581863403, 0.9999970197677612, 0.9999973773956299, 0.9999967813491821, 0.9999971389770508, -1]"
13_60_R,No poets are cashiers and Some waiters are not cashiers,"['All poets are waiters', 'All waiters are poets', 'Some poets are waiters', 'Some waiters are poets', 'Some poets are not waiters', 'Some waiters are not poets', 'No poets are waiters', 'No waiters are poets', 'NVC']","[0.9999971389770508, 0.9999970197677612, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999970197677612, 0.9999969005584717, -1]","[0.9999972581863403, 0.9999971389770508, 0.9999973773956299, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, -1]"
13_61_R,All engineers are campers and Some campers are fencers,"['All engineers are fencers', 'All fencers are engineers', 'Some engineers are fencers', 'Some fencers are engineers', 'Some engineers are not fencers', 'Some fencers are not engineers', 'No engineers are fencers', 'No fencers are engineers', 'NVC']","[0.9999967813491821, 0.9999967813491821, 0.9999969005584717, 0.9999969005584717, 0.9999969005584717, 0.9999967813491821, 0.999996542930603, 0.999996542930603, -1]","[0.9999970197677612, 0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999969005584717, 0.9999970197677612, -1]"
13_62_R,Some cleaners are not painters and No painters are auditors,"['All cleaners are auditors', 'All auditors are cleaners', 'Some cleaners are auditors', 'Some auditors are cleaners', 'Some cleaners are not auditors', 'Some auditors are not cleaners', 'No cleaners are auditors', 'No auditors are cleaners', 'NVC']","[0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, -1]","[0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, -1]"
13_63_R,All travelers are analysts and All travelers are novelists,"['All analysts are novelists', 'All novelists are analysts', 'Some analysts are novelists', 'Some novelists are analysts', 'Some analysts are not novelists', 'Some novelists are not analysts', 'No analysts are novelists', 'No novelists are analysts', 'NVC']","[0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999970197677612, 0.9999970197677612, -1]","[0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999972581863403, 0.9999971389770508, 0.9999973773956299, 0.9999971389770508, 0.9999971389770508, -1]"
14_0_R,Some swimmers are cooks and All swimmers are mayors,"['All cooks are mayors', 'All mayors are cooks', 'Some cooks are mayors', 'Some mayors are cooks', 'Some cooks are not mayors', 'Some mayors are not cooks', 'No cooks are mayors', 'No mayors are cooks', 'NVC']","[0.9999967813491821, 0.9999969005584717, 0.9999969005584717, 0.9999971389770508, 0.9999967813491821, 0.9999971389770508, 0.9999961853027344, 0.9999963045120239, -1]","[0.9999967813491821, 0.9999966621398926, 0.9999969005584717, 0.9999970197677612, 0.9999969005584717, 0.9999971389770508, 0.9999969005584717, 0.9999966621398926, -1]"
14_1_R,No doctors are climbers and All tellers are climbers,"['All doctors are tellers', 'All tellers are doctors', 'Some doctors are tellers', 'Some tellers are doctors', 'Some doctors are not tellers', 'Some tellers are not doctors', 'No doctors are tellers', 'No tellers are doctors', 'NVC']","[0.9999972581863403, 0.9999970197677612, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999970197677612, 0.9999972581863403, 0.9999971389770508, -1]","[0.9999973773956299, 0.9999971389770508, 0.9999974966049194, 0.9999972581863403, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999971389770508, -1]"
14_2_R,All cashiers are waiters and Some poets are cashiers,"['All waiters are poets', 'All poets are waiters', 'Some waiters are poets', 'Some poets are waiters', 'Some waiters are not poets', 'Some poets are not waiters', 'No waiters are poets', 'No poets are waiters', 'NVC']","[0.9999970197677612, 0.9999971389770508, 0.9999972581863403, 0.9999973773956299, 0.9999971389770508, 0.9999972581863403, 0.9999967813491821, 0.9999969005584717, -1]","[0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999970197677612, 0.9999971389770508, -1]"
14_3_R,All chefs are runners and All runners are scientists,"['All chefs are scientists', 'All scientists are chefs', 'Some chefs are scientists', 'Some scientists are chefs', 'Some chefs are not scientists', 'Some scientists are not chefs', 'No chefs are scientists', 'No scientists are chefs', 'NVC']","[0.9999970197677612, 0.9999967813491821, 0.9999969005584717, 0.999996542930603, 0.9999967813491821, 0.999996542930603, 0.9999967813491821, 0.9999963045120239, -1]","[0.9999970197677612, 0.9999967813491821, 0.9999973773956299, 0.9999971389770508, 0.9999973773956299, 0.9999971389770508, 0.9999971389770508, 0.9999969005584717, -1]"
14_5_R,All writers are drivers and All writers are hikers,"['All drivers are hikers', 'All hikers are drivers', 'Some drivers are hikers', 'Some hikers are drivers', 'Some drivers are not hikers', 'Some hikers are not drivers', 'No drivers are hikers', 'No hikers are drivers', 'NVC']","[0.9999969005584717, 0.9999969005584717, 0.9999969005584717, 0.9999969005584717, 0.9999969005584717, 0.9999969005584717, 0.999996542930603, 0.9999967813491821, -1]","[0.9999969005584717, 0.9999970197677612, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999970197677612, 0.9999971389770508, -1]"
14_6_R,Some cleaners are not painters and No auditors are cleaners,"['All painters are auditors', 'All auditors are painters', 'Some painters are auditors', 'Some auditors are painters', 'Some painters are not auditors', 'Some auditors are not painters', 'No painters are auditors', 'No auditors are painters', 'NVC']","[0.9999971389770508, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999971389770508, -1]","[0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999971389770508, 0.9999971389770508, -1]"
14_7_R,Some miners are not skaters and Some poets are not miners,"['All skaters are poets', 'All poets are skaters', 'Some skaters are poets', 'Some poets are skaters', 'Some skaters are not poets', 'Some poets are not skaters', 'No skaters are poets', 'No poets are skaters', 'NVC']","[0.9999969005584717, 0.9999969005584717, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999967813491821, 0.9999966621398926, -1]","[0.999996542930603, 0.999996542930603, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999967813491821, 0.9999967813491821, -1]"
14_8_R,No dancers are boxers and Some typists are boxers,"['All dancers are typists', 'All typists are dancers', 'Some dancers are typists', 'Some typists are dancers', 'Some dancers are not typists', 'Some typists are not dancers', 'No dancers are typists', 'No typists are dancers', 'NVC']","[0.9999969005584717, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999971389770508, 0.9999970197677612, 0.9999970197677612, -1]","[0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, -1]"
14_9_R,Some jugglers are not investors and All barbers are investors,"['All jugglers are barbers', 'All barbers are jugglers', 'Some jugglers are barbers', 'Some barbers are jugglers', 'Some jugglers are not barbers', 'Some barbers are not jugglers', 'No jugglers are barbers', 'No barbers are jugglers', 'NVC']","[0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999972581863403, 0.9999973773956299, -1]","[0.9999973773956299, 0.999997615814209, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.999997615814209, -1]"
14_10_R,Some fencers are campers and Some engineers are not campers,"['All fencers are engineers', 'All engineers are fencers', 'Some fencers are engineers', 'Some engineers are fencers', 'Some fencers are not engineers', 'Some engineers are not fencers', 'No fencers are engineers', 'No engineers are fencers', 'NVC']","[0.9999966621398926, 0.9999967813491821, 0.9999969005584717, 0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999966621398926, 0.9999966621398926, -1]","[0.9999969005584717, 0.9999969005584717, 0.9999971389770508, 0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999969005584717, -1]"
