id_seq,sentenced,choice_str,choice_union_pred
10_20,Some pilots are tailors and No pilots are singers,"['All tailors are singers', 'All singers are tailors', 'Some tailors are singers', 'Some singers are tailors', 'Some tailors are not singers', 'Some singers are not tailors', 'No tailors are singers', 'No singers are tailors', 'NVC']","[0.04844880313612521, 0.04538332868833095, 0.7264451589435339, 0.46438113786280155, 76.80984735488892, 95.3970730304718, 99.92805123329163, 97.48597741127014, -1]"
10_21,Some athletes are not hunters and Some lawyers are athletes,"['All hunters are lawyers', 'All lawyers are hunters', 'Some hunters are lawyers', 'Some lawyers are hunters', 'Some hunters are not lawyers', 'Some lawyers are not hunters', 'No hunters are lawyers', 'No lawyers are hunters', 'NVC']","[0.014994959929026663, 0.007303700112970546, 0.5140827968716621, 0.086022331379354, 45.2348917722702, 54.07722592353821, 0.31271486077457666, 0.42276671156287193, -1]"
10_22,All skaters are poets and All skaters are miners,"['All poets are miners', 'All miners are poets', 'Some poets are miners', 'Some miners are poets', 'Some poets are not miners', 'Some miners are not poets', 'No poets are miners', 'No miners are poets', 'NVC']","[51.03248953819275, 3.8649994879961014, 0.4627789370715618, 0.2921992214396596, 0.5118549801409245, 1.4931716956198215, 0.04855426086578518, 0.06720334640704095, -1]"
10_23,Some florists are not editors and No florists are soldiers,"['All editors are soldiers', 'All soldiers are editors', 'Some editors are soldiers', 'Some soldiers are editors', 'Some editors are not soldiers', 'Some soldiers are not editors', 'No editors are soldiers', 'No soldiers are editors', 'NVC']","[0.5000277422368526, 0.39596627466380596, 4.664676636457443, 2.5449253618717194, 53.32292914390564, 8.433808386325836, 99.4996190071106, 95.9761381149292, -1]"
10_24,Some hikers are not drivers and No writers are drivers,"['All hikers are writers', 'All writers are hikers', 'Some hikers are writers', 'Some writers are hikers', 'Some hikers are not writers', 'Some writers are not hikers', 'No hikers are writers', 'No writers are hikers', 'NVC']","[0.7226350251585245, 49.04402494430542, 59.66734290122986, 55.88095784187317, 66.0561740398407, 58.875447511672974, 71.83488011360168, 59.59373116493225, -1]"
10_25,Some cyclists are students and Some buyers are not cyclists,"['All students are buyers', 'All buyers are students', 'Some students are buyers', 'Some buyers are students', 'Some students are not buyers', 'Some buyers are not students', 'No students are buyers', 'No buyers are students', 'NVC']","[0.029938537045381963, 0.02925192820839584, 8.599449694156647, 14.555636048316956, 29.301774501800537, 98.48163723945618, 0.20877595525234938, 0.2550237812101841, -1]"
10_26,No runners are chefs and Some scientists are chefs,"['All runners are scientists', 'All scientists are runners', 'Some runners are scientists', 'Some scientists are runners', 'Some runners are not scientists', 'Some scientists are not runners', 'No runners are scientists', 'No scientists are runners', 'NVC']","[0.26648740749806166, 0.20040024537593126, 6.6236913204193115, 1.0381599888205528, 58.53109359741211, 40.06073772907257, 2.2159386426210403, 46.877288818359375, -1]"
10_27,Some travelers are analysts and All novelists are analysts,"['All travelers are novelists', 'All novelists are travelers', 'Some travelers are novelists', 'Some novelists are travelers', 'Some travelers are not novelists', 'Some novelists are not travelers', 'No travelers are novelists', 'No novelists are travelers', 'NVC']","[2.5434287264943123, 1.4983125030994415, 11.641208082437515, 59.49886441230774, 15.952940285205841, 13.437177240848541, 0.311120692640543, 0.5111474078148603, -1]"
10_28,All climbers are therapists and Some climbers are not skaters,"['All therapists are skaters', 'All skaters are therapists', 'Some therapists are skaters', 'Some skaters are therapists', 'Some therapists are not skaters', 'Some skaters are not therapists', 'No therapists are skaters', 'No skaters are therapists', 'NVC']","[0.01640664995647967, 0.019472604617476463, 3.154052048921585, 1.9755695015192032, 94.24559473991394, 33.25858116149902, 0.6714158691465855, 1.213852223008871, -1]"
10_29,All climbers are doctors and No tellers are doctors,"['All climbers are tellers', 'All tellers are climbers', 'Some climbers are tellers', 'Some tellers are climbers', 'Some climbers are not tellers', 'Some tellers are not climbers', 'No climbers are tellers', 'No tellers are climbers', 'NVC']","[0.11646099155768752, 4.0050555020570755, 11.498592048883438, 72.54964709281921, 59.51639413833618, 86.60891056060791, 99.87541437149048, 35.48394739627838, -1]"
10_30,Some packers are tutors and No butchers are tutors,"['All packers are butchers', 'All butchers are packers', 'Some packers are butchers', 'Some butchers are packers', 'Some packers are not butchers', 'Some butchers are not packers', 'No packers are butchers', 'No butchers are packers', 'NVC']","[0.5986104719340801, 3.221319243311882, 0.35110460594296455, 31.06933832168579, 16.5011465549469, 98.19676876068115, 99.69556331634521, 96.4232087135315, -1]"
10_31,Some assistants are not scholars and All scholars are farmers,"['All assistants are farmers', 'All farmers are assistants', 'Some assistants are farmers', 'Some farmers are assistants', 'Some assistants are not farmers', 'Some farmers are not assistants', 'No assistants are farmers', 'No farmers are assistants', 'NVC']","[1.1996297165751457, 0.8293861523270607, 99.21903014183044, 96.24466300010681, 99.2540955543518, 96.07709050178528, 14.29240107536316, 17.964883148670197, -1]"
10_32,Some editors are not florists and Some editors are soldiers,"['All florists are soldiers', 'All soldiers are florists', 'Some florists are soldiers', 'Some soldiers are florists', 'Some florists are not soldiers', 'Some soldiers are not florists', 'No florists are soldiers', 'No soldiers are florists', 'NVC']","[0.03388162876944989, 0.026287516811862588, 1.5946464613080025, 0.45949695631861687, 26.653477549552917, 8.69334191083908, 0.21327303256839514, 0.12856085086241364, -1]"
10_33,All therapists are skaters and Some therapists are climbers,"['All skaters are climbers', 'All climbers are skaters', 'Some skaters are climbers', 'Some climbers are skaters', 'Some skaters are not climbers', 'Some climbers are not skaters', 'No skaters are climbers', 'No climbers are skaters', 'NVC']","[0.13678460381925106, 0.18093048129230738, 93.24636459350586, 5.312928557395935, 10.335889458656311, 70.61650156974792, 0.36879999097436666, 0.41367877274751663, -1]"
10_34,Some teachers are bankers and Some bankers are golfers,"['All teachers are golfers', 'All golfers are teachers', 'Some teachers are golfers', 'Some golfers are teachers', 'Some teachers are not golfers', 'Some golfers are not teachers', 'No teachers are golfers', 'No golfers are teachers', 'NVC']","[0.008673917909618467, 0.010260406997986138, 4.451372101902962, 1.385907270014286, 27.673834562301636, 11.130346357822418, 0.6618194747716188, 0.1560825970955193, -1]"
10_35,Some brokers are not agents and Some secretaries are not agents,"['All brokers are secretaries', 'All secretaries are brokers', 'Some brokers are secretaries', 'Some secretaries are brokers', 'Some brokers are not secretaries', 'Some secretaries are not brokers', 'No brokers are secretaries', 'No secretaries are brokers', 'NVC']","[0.03541602345649153, 0.025671182083897293, 93.14452409744263, 5.663812905550003, 10.68258285522461, 92.16235876083374, 0.18647733377292752, 0.1892422093078494, -1]"
10_36,No workers are actors and Some workers are painters,"['All actors are painters', 'All painters are actors', 'Some actors are painters', 'Some painters are actors', 'Some actors are not painters', 'Some painters are not actors', 'No actors are painters', 'No painters are actors', 'NVC']","[0.00864132380229421, 0.03168368712067604, 0.992925837635994, 0.3231107024475932, 14.157497882843018, 98.1349766254425, 6.012533605098724, 56.339555978775024, -1]"
10_37,No jugglers are barbers and Some investors are jugglers,"['All barbers are investors', 'All investors are barbers', 'Some barbers are investors', 'Some investors are barbers', 'Some barbers are not investors', 'Some investors are not barbers', 'No barbers are investors', 'No investors are barbers', 'NVC']","[0.14041067333891988, 0.052965839859098196, 2.615722268819809, 0.22217158693820238, 89.87171649932861, 46.23485803604126, 6.567511707544327, 0.7537992671132088, -1]"
10_38,All lawyers are athletes and Some athletes are not hunters,"['All lawyers are hunters', 'All hunters are lawyers', 'Some lawyers are hunters', 'Some hunters are lawyers', 'Some lawyers are not hunters', 'Some hunters are not lawyers', 'No lawyers are hunters', 'No hunters are lawyers', 'NVC']","[0.0969279499258846, 0.041201652493327856, 4.4456928968429565, 10.43994128704071, 94.16826367378235, 79.21633124351501, 18.632933497428894, 5.850076302886009, -1]"
10_39,Some managers are clerks and All models are managers,"['All clerks are models', 'All models are clerks', 'Some clerks are models', 'Some models are clerks', 'Some clerks are not models', 'Some models are not clerks', 'No clerks are models', 'No models are clerks', 'NVC']","[0.4951839800924063, 0.1459563383832574, 2.897903136909008, 6.110906973481178, 29.95399534702301, 1.533178798854351, 0.5997674074023962, 1.2058538384735584, -1]"
10_40,No doctors are tellers and No climbers are tellers,"['All doctors are climbers', 'All climbers are doctors', 'Some doctors are climbers', 'Some climbers are doctors', 'Some doctors are not climbers', 'Some climbers are not doctors', 'No doctors are climbers', 'No climbers are doctors', 'NVC']","[1.609114557504654, 0.3865843638777733, 17.701633274555206, 1.6116827726364136, 36.402612924575806, 31.94001019001007, 94.2627489566803, 96.22248411178589, -1]"
10_41,All opticians are boxers and Some actuaries are boxers,"['All opticians are actuaries', 'All actuaries are opticians', 'Some opticians are actuaries', 'Some actuaries are opticians', 'Some opticians are not actuaries', 'Some actuaries are not opticians', 'No opticians are actuaries', 'No actuaries are opticians', 'NVC']","[0.6329420022666454, 1.1552822776138783, 24.50408786535263, 5.5228810757398605, 25.315216183662415, 40.61182737350464, 0.13687165919691324, 0.2661555539816618, -1]"
10_42,Some drivers are not hikers and No writers are drivers,"['All hikers are writers', 'All writers are hikers', 'Some hikers are writers', 'Some writers are hikers', 'Some hikers are not writers', 'Some writers are not hikers', 'No hikers are writers', 'No writers are hikers', 'NVC']","[1.017079595476389, 0.6284599658101797, 8.67554247379303, 11.233782768249512, 39.55478370189667, 21.41733318567276, 50.78989863395691, 26.184004545211792, -1]"
10_43,Some engineers are fencers and Some engineers are not campers,"['All fencers are campers', 'All campers are fencers', 'Some fencers are campers', 'Some campers are fencers', 'Some fencers are not campers', 'Some campers are not fencers', 'No fencers are campers', 'No campers are fencers', 'NVC']","[0.05990289500914514, 0.026858062483370304, 10.629383474588394, 4.660961404442787, 72.04225659370422, 68.80320906639099, 0.4954792093485594, 1.0285135358572006, -1]"
10_44,No miners are poets and Some poets are skaters,"['All miners are skaters', 'All skaters are miners', 'Some miners are skaters', 'Some skaters are miners', 'Some miners are not skaters', 'Some skaters are not miners', 'No miners are skaters', 'No skaters are miners', 'NVC']","[0.10116362245753407, 0.4168313927948475, 14.260794222354889, 1.0308247059583664, 15.947562456130981, 41.63942039012909, 1.6304986551404, 1.8677355721592903, -1]"
10_45,Some dentists are plumbers and Some plumbers are not lifeguards,"['All dentists are lifeguards', 'All lifeguards are dentists', 'Some dentists are lifeguards', 'Some lifeguards are dentists', 'Some dentists are not lifeguards', 'Some lifeguards are not dentists', 'No dentists are lifeguards', 'No lifeguards are dentists', 'NVC']","[0.01185073924716562, 0.015635670570190996, 0.12993506388738751, 1.465887390077114, 19.170528650283813, 52.46012806892395, 0.23204211611300707, 1.3789137825369835, -1]"
10_46,Some designers are not architects and Some trainers are not designers,"['All architects are trainers', 'All trainers are architects', 'Some architects are trainers', 'Some trainers are architects', 'Some architects are not trainers', 'Some trainers are not architects', 'No architects are trainers', 'No trainers are architects', 'NVC']","[0.026132632046937943, 0.016341482114512473, 10.118769109249115, 1.6793597489595413, 8.09776857495308, 53.403979539871216, 0.4654963966459036, 0.49012694507837296, -1]"
10_47,No buyers are cyclists and All students are buyers,"['All cyclists are students', 'All students are cyclists', 'Some cyclists are students', 'Some students are cyclists', 'Some cyclists are not students', 'Some students are not cyclists', 'No cyclists are students', 'No students are cyclists', 'NVC']","[1.7612505704164505, 1.2754394672811031, 22.193586826324463, 0.9925813414156437, 22.598788142204285, 2.999029867351055, 15.4752716422081, 2.4017753079533577, -1]"
10_48,Some sailors are potters and Some chemists are sailors,"['All potters are chemists', 'All chemists are potters', 'Some potters are chemists', 'Some chemists are potters', 'Some potters are not chemists', 'Some chemists are not potters', 'No potters are chemists', 'No chemists are potters', 'NVC']","[0.01972517929971218, 0.010968384594889358, 46.1312472820282, 11.1565962433815, 15.58026373386383, 17.877987027168274, 0.16443522181361914, 0.1038691378198564, -1]"
10_49,Some auditors are not cleaners and All painters are cleaners,"['All auditors are painters', 'All painters are auditors', 'Some auditors are painters', 'Some painters are auditors', 'Some auditors are not painters', 'Some painters are not auditors', 'No auditors are painters', 'No painters are auditors', 'NVC']","[0.25100591592490673, 0.27520209550857544, 61.453866958618164, 4.694506153464317, 96.50046825408936, 30.419307947158813, 3.6844685673713684, 2.13993638753891, -1]"
10_50,No swimmers are cooks and Some mayors are not cooks,"['All swimmers are mayors', 'All mayors are swimmers', 'Some swimmers are mayors', 'Some mayors are swimmers', 'Some swimmers are not mayors', 'Some mayors are not swimmers', 'No swimmers are mayors', 'No mayors are swimmers', 'NVC']","[0.16380177112296224, 0.2016440499573946, 86.0577642917633, 62.5892698764801, 79.77024912834167, 95.20754218101501, 36.99271082878113, 70.92125415802002, -1]"
10_51,No joggers are riders and No joggers are counselors,"['All riders are counselors', 'All counselors are riders', 'Some riders are counselors', 'Some counselors are riders', 'Some riders are not counselors', 'Some counselors are not riders', 'No riders are counselors', 'No counselors are riders', 'NVC']","[0.15543323243036866, 1.5199936926364899, 8.315271139144897, 8.576558530330658, 71.9622552394867, 23.772037029266357, 91.62362217903137, 98.80673885345459, -1]"
10_52,Some butchers are not tutors and All packers are butchers,"['All tutors are packers', 'All packers are tutors', 'Some tutors are packers', 'Some packers are tutors', 'Some tutors are not packers', 'Some packers are not tutors', 'No tutors are packers', 'No packers are tutors', 'NVC']","[0.26768960524350405, 0.08700485923327506, 1.0378768667578697, 0.2636612392961979, 31.03736937046051, 16.42351597547531, 19.247281551361084, 11.297227442264557, -1]"
10_53,Some planners are not artists and All planners are surfers,"['All artists are surfers', 'All surfers are artists', 'Some artists are surfers', 'Some surfers are artists', 'Some artists are not surfers', 'Some surfers are not artists', 'No artists are surfers', 'No surfers are artists', 'NVC']","[0.583628797903657, 0.38565522991120815, 0.5276356358081102, 1.0291320271790028, 13.82874995470047, 8.72410461306572, 1.2176213786005974, 0.7843968458473682, -1]"
10_54,All porters are judges and No brewers are porters,"['All judges are brewers', 'All brewers are judges', 'Some judges are brewers', 'Some brewers are judges', 'Some judges are not brewers', 'Some brewers are not judges', 'No judges are brewers', 'No brewers are judges', 'NVC']","[0.31296471133828163, 0.9253190830349922, 8.103348314762115, 3.9257757365703583, 9.332171827554703, 13.021785020828247, 78.566575050354, 17.007482051849365, -1]"
10_55,Some singers are pilots and All pilots are tailors,"['All singers are tailors', 'All tailors are singers', 'Some singers are tailors', 'Some tailors are singers', 'Some singers are not tailors', 'Some tailors are not singers', 'No singers are tailors', 'No tailors are singers', 'NVC']","[24.654163420200348, 0.20244016777724028, 6.885401904582977, 3.227812796831131, 4.678304120898247, 6.884097307920456, 0.2337859245017171, 0.40608393028378487, -1]"
10_56,Some assistants are not scholars and Some farmers are scholars,"['All assistants are farmers', 'All farmers are assistants', 'Some assistants are farmers', 'Some farmers are assistants', 'Some assistants are not farmers', 'Some farmers are not assistants', 'No assistants are farmers', 'No farmers are assistants', 'NVC']","[0.03793651703745127, 0.06120777688920498, 44.42684352397919, 1.840534433722496, 70.85611820220947, 4.809766635298729, 0.31560161150991917, 0.23759729228913784, -1]"
10_57,No scientists are chefs and Some chefs are not runners,"['All scientists are runners', 'All runners are scientists', 'Some scientists are runners', 'Some runners are scientists', 'Some scientists are not runners', 'Some runners are not scientists', 'No scientists are runners', 'No runners are scientists', 'NVC']","[0.10950926225632429, 0.18587568774819374, 17.551691830158234, 5.606285855174065, 52.07831859588623, 56.449949741363525, 35.66887974739075, 32.890963554382324, -1]"
10_58,No travelers are novelists and Some analysts are not travelers,"['All novelists are analysts', 'All analysts are novelists', 'Some novelists are analysts', 'Some analysts are novelists', 'Some novelists are not analysts', 'Some analysts are not novelists', 'No novelists are analysts', 'No analysts are novelists', 'NVC']","[0.41692331433296204, 0.07962969830259681, 31.083738803863525, 4.745859280228615, 46.65835499763489, 99.81017708778381, 35.97204387187958, 72.96301126480103, -1]"
10_59,No dancers are typists and All typists are boxers,"['All dancers are boxers', 'All boxers are dancers', 'Some dancers are boxers', 'Some boxers are dancers', 'Some dancers are not boxers', 'Some boxers are not dancers', 'No dancers are boxers', 'No boxers are dancers', 'NVC']","[3.20027656853199, 0.5200817249715328, 9.640298038721085, 4.052899777889252, 48.9591509103775, 15.254473686218262, 21.668824553489685, 90.72462320327759, -1]"
10_60,Some nurses are not actors and No actors are drillers,"['All nurses are drillers', 'All drillers are nurses', 'Some nurses are drillers', 'Some drillers are nurses', 'Some nurses are not drillers', 'Some drillers are not nurses', 'No nurses are drillers', 'No drillers are nurses', 'NVC']","[0.11329310946166515, 11.97313591837883, 11.285454779863358, 95.13574838638306, 98.10158610343933, 22.002533078193665, 43.64217817783356, 95.52123546600342, -1]"
10_61,No waiters are poets and No poets are cashiers,"['All waiters are cashiers', 'All cashiers are waiters', 'Some waiters are cashiers', 'Some cashiers are waiters', 'Some waiters are not cashiers', 'Some cashiers are not waiters', 'No waiters are cashiers', 'No cashiers are waiters', 'NVC']","[85.13535857200623, 68.8287615776062, 21.433526277542114, 27.446547150611877, 86.01899743080139, 62.966203689575195, 95.43490409851074, 78.173166513443, -1]"
10_62,Some sculptors are bakers and Some sculptors are gamblers,"['All bakers are gamblers', 'All gamblers are bakers', 'Some bakers are gamblers', 'Some gamblers are bakers', 'Some bakers are not gamblers', 'Some gamblers are not bakers', 'No bakers are gamblers', 'No gamblers are bakers', 'NVC']","[0.009701303497422487, 0.01303098542848602, 3.0751245096325874, 11.839795112609863, 13.73370736837387, 3.3401403576135635, 0.06287169526331127, 0.06272559403441846, -1]"
10_63,All divers are linguists and All carpenters are divers,"['All linguists are carpenters', 'All carpenters are linguists', 'Some linguists are carpenters', 'Some carpenters are linguists', 'Some linguists are not carpenters', 'Some carpenters are not linguists', 'No linguists are carpenters', 'No carpenters are linguists', 'NVC']","[1.1626691557466984, 6.097188219428062, 1.91892571747303, 1.7219876870512962, 1.8608329817652702, 2.4079596623778343, 0.1401389599777758, 0.08973475778475404, -1]"
11_0,Some students are buyers and All students are cyclists,"['All buyers are cyclists', 'All cyclists are buyers', 'Some buyers are cyclists', 'Some cyclists are buyers', 'Some buyers are not cyclists', 'Some cyclists are not buyers', 'No buyers are cyclists', 'No cyclists are buyers', 'NVC']","[1.7761830240488052, 0.5481832195073366, 19.029325246810913, 37.707868218421936, 1.9956165924668312, 0.4572566132992506, 0.4967679735273123, 0.3063157433643937, -1]"
11_1,All bankers are teachers and Some golfers are bankers,"['All teachers are golfers', 'All golfers are teachers', 'Some teachers are golfers', 'Some golfers are teachers', 'Some teachers are not golfers', 'Some golfers are not teachers', 'No teachers are golfers', 'No golfers are teachers', 'NVC']","[0.04553734033834189, 0.11388800339773297, 17.97795295715332, 1.0751237161457539, 42.702797055244446, 30.338793992996216, 2.326553128659725, 0.8862252347171307, -1]"
11_2,All surfers are artists and All artists are planners,"['All surfers are planners', 'All planners are surfers', 'Some surfers are planners', 'Some planners are surfers', 'Some surfers are not planners', 'Some planners are not surfers', 'No surfers are planners', 'No planners are surfers', 'NVC']","[92.64817237854004, 6.549081206321716, 1.5578418038785458, 8.514778316020966, 0.8872687816619873, 2.347635291516781, 0.1568435225635767, 0.19787759520113468, -1]"
11_3,No drillers are nurses and All actors are nurses,"['All drillers are actors', 'All actors are drillers', 'Some drillers are actors', 'Some actors are drillers', 'Some drillers are not actors', 'Some actors are not drillers', 'No drillers are actors', 'No actors are drillers', 'NVC']","[0.258917105384171, 0.10923439403995872, 13.589900732040405, 2.056281641125679, 46.818241477012634, 1.979144662618637, 1.044236682355404, 15.91990441083908, -1]"
11_4,Some travelers are not novelists and Some novelists are analysts,"['All travelers are analysts', 'All analysts are travelers', 'Some travelers are analysts', 'Some analysts are travelers', 'Some travelers are not analysts', 'Some analysts are not travelers', 'No travelers are analysts', 'No analysts are travelers', 'NVC']","[0.043608591658994555, 0.0490910722874105, 27.774062752723694, 16.79999828338623, 60.37964224815369, 12.413553893566132, 0.5114505533128977, 0.4451700020581484, -1]"
11_5,Some campers are not engineers and Some fencers are not campers,"['All engineers are fencers', 'All fencers are engineers', 'Some engineers are fencers', 'Some fencers are engineers', 'Some engineers are not fencers', 'Some fencers are not engineers', 'No engineers are fencers', 'No fencers are engineers', 'NVC']","[0.022335459652822465, 0.036161759635433555, 4.406213015317917, 4.591628536581993, 11.241958290338516, 44.49964463710785, 0.7063263561576605, 0.6185886450111866, -1]"
11_6,Some typists are boxers and No boxers are dancers,"['All typists are dancers', 'All dancers are typists', 'Some typists are dancers', 'Some dancers are typists', 'Some typists are not dancers', 'Some dancers are not typists', 'No typists are dancers', 'No dancers are typists', 'NVC']","[0.06381897255778313, 0.09814496152102947, 0.2650351729243994, 0.6795786786824465, 97.88730144500732, 97.74755239486694, 99.5564877986908, 96.11406922340393, -1]"
11_7,No plumbers are lifeguards and All dentists are plumbers,"['All lifeguards are dentists', 'All dentists are lifeguards', 'Some lifeguards are dentists', 'Some dentists are lifeguards', 'Some lifeguards are not dentists', 'Some dentists are not lifeguards', 'No lifeguards are dentists', 'No dentists are lifeguards', 'NVC']","[0.3934524953365326, 0.04970966838300228, 0.8691016584634781, 0.0757585687097162, 39.63626325130463, 3.2037008553743362, 61.35866641998291, 17.358925938606262, -1]"
11_8,Some mayors are swimmers and Some cooks are mayors,"['All swimmers are cooks', 'All cooks are swimmers', 'Some swimmers are cooks', 'Some cooks are swimmers', 'Some swimmers are not cooks', 'Some cooks are not swimmers', 'No swimmers are cooks', 'No cooks are swimmers', 'NVC']","[0.017619172285776585, 0.0189266269444488, 19.08522993326187, 3.931884467601776, 0.8612380363047123, 12.021241337060928, 0.0452711625257507, 0.14162645675241947, -1]"
11_9,Some divers are not linguists and Some divers are not carpenters,"['All linguists are carpenters', 'All carpenters are linguists', 'Some linguists are carpenters', 'Some carpenters are linguists', 'Some linguists are not carpenters', 'Some carpenters are not linguists', 'No linguists are carpenters', 'No carpenters are linguists', 'NVC']","[0.030779943335801363, 0.07642974960617721, 2.7179239317774773, 13.817399740219116, 81.72379732131958, 17.703258991241455, 0.5374742206186056, 0.7209102157503366, -1]"
11_10,No designers are trainers and Some trainers are architects,"['All designers are architects', 'All architects are designers', 'Some designers are architects', 'Some architects are designers', 'Some designers are not architects', 'Some architects are not designers', 'No designers are architects', 'No architects are designers', 'NVC']","[0.08595023537054658, 0.048884510761126876, 35.84270477294922, 36.58977150917053, 73.56700897216797, 89.97941613197327, 36.282894015312195, 21.292437613010406, -1]"
11_11,Some actuaries are opticians and All boxers are actuaries,"['All opticians are boxers', 'All boxers are opticians', 'Some opticians are boxers', 'Some boxers are opticians', 'Some opticians are not boxers', 'Some boxers are not opticians', 'No opticians are boxers', 'No boxers are opticians', 'NVC']","[2.4318505078554153, 0.22767402697354555, 4.720086976885796, 3.43511663377285, 24.19213503599167, 1.7025386914610863, 1.984141767024994, 0.441568810492754, -1]"
11_12,No tailors are singers and Some singers are not pilots,"['All tailors are pilots', 'All pilots are tailors', 'Some tailors are pilots', 'Some pilots are tailors', 'Some tailors are not pilots', 'Some pilots are not tailors', 'No tailors are pilots', 'No pilots are tailors', 'NVC']","[2.2344131022691727, 0.3570663509890437, 18.829454481601715, 15.064279735088348, 51.674884557724, 91.71053171157837, 87.59591579437256, 75.9000301361084, -1]"
11_13,No gamblers are bakers and No sculptors are bakers,"['All gamblers are sculptors', 'All sculptors are gamblers', 'Some gamblers are sculptors', 'Some sculptors are gamblers', 'Some gamblers are not sculptors', 'Some sculptors are not gamblers', 'No gamblers are sculptors', 'No sculptors are gamblers', 'NVC']","[0.2695909468457103, 0.12634769082069397, 2.1998317912220955, 1.5933075919747353, 12.836626172065735, 39.05425667762756, 50.77667236328125, 97.21637964248657, -1]"
11_14,Some farmers are scholars and No farmers are assistants,"['All scholars are assistants', 'All assistants are scholars', 'Some scholars are assistants', 'Some assistants are scholars', 'Some scholars are not assistants', 'Some assistants are not scholars', 'No scholars are assistants', 'No assistants are scholars', 'NVC']","[0.07406072691082954, 0.3813950577750802, 4.660967364907265, 3.773108497262001, 62.66775727272034, 95.43761014938354, 99.56181049346924, 98.75667095184326, -1]"
11_15,Some auditors are cleaners and Some auditors are painters,"['All cleaners are painters', 'All painters are cleaners', 'Some cleaners are painters', 'Some painters are cleaners', 'Some cleaners are not painters', 'Some painters are not cleaners', 'No cleaners are painters', 'No painters are cleaners', 'NVC']","[0.01275318063562736, 0.009151623817160726, 78.3275306224823, 6.032254546880722, 1.9996197894215584, 3.4419428557157516, 0.017605283937882632, 0.02308722905581817, -1]"
11_16,All climbers are doctors and All tellers are doctors,"['All climbers are tellers', 'All tellers are climbers', 'Some climbers are tellers', 'Some tellers are climbers', 'Some climbers are not tellers', 'Some tellers are not climbers', 'No climbers are tellers', 'No tellers are climbers', 'NVC']","[22.073115408420563, 2.2048549726605415, 1.794959232211113, 2.193805016577244, 2.2447653114795685, 3.82528118789196, 0.2888498594984412, 1.0146538726985455, -1]"
11_17,Some miners are poets and Some skaters are poets,"['All miners are skaters', 'All skaters are miners', 'Some miners are skaters', 'Some skaters are miners', 'Some miners are not skaters', 'Some skaters are not miners', 'No miners are skaters', 'No skaters are miners', 'NVC']","[0.01836164155974984, 0.012988335220143199, 14.269089698791504, 0.6561973597854376, 1.7614107578992844, 5.317765101790428, 0.0767542514950037, 0.06392849609255791, -1]"
11_18,All poets are waiters and No cashiers are waiters,"['All poets are cashiers', 'All cashiers are poets', 'Some poets are cashiers', 'Some cashiers are poets', 'Some poets are not cashiers', 'Some cashiers are not poets', 'No poets are cashiers', 'No cashiers are poets', 'NVC']","[0.05652756663039327, 0.10475936578586698, 1.5945984050631523, 12.486216425895691, 5.139143392443657, 84.32165384292603, 92.16739535331726, 94.22860145568848, -1]"
11_19,All drivers are writers and No writers are hikers,"['All drivers are hikers', 'All hikers are drivers', 'Some drivers are hikers', 'Some hikers are drivers', 'Some drivers are not hikers', 'Some hikers are not drivers', 'No drivers are hikers', 'No hikers are drivers', 'NVC']","[0.09216834441758692, 0.25518687907606363, 4.650592058897018, 2.751445770263672, 55.28014898300171, 83.9831292629242, 99.94620680809021, 97.82494306564331, -1]"
11_20,All joggers are counselors and Some joggers are riders,"['All counselors are riders', 'All riders are counselors', 'Some counselors are riders', 'Some riders are counselors', 'Some counselors are not riders', 'Some riders are not counselors', 'No counselors are riders', 'No riders are counselors', 'NVC']","[0.09702269453555346, 0.07985896081663668, 98.86448383331299, 16.72939509153366, 18.401719629764557, 95.67006826400757, 0.08540350827388465, 0.06051911041140556, -1]"
11_21,Some skaters are not climbers and Some skaters are therapists,"['All climbers are therapists', 'All therapists are climbers', 'Some climbers are therapists', 'Some therapists are climbers', 'Some climbers are not therapists', 'Some therapists are not climbers', 'No climbers are therapists', 'No therapists are climbers', 'NVC']","[0.006132868293207139, 0.005172876262804493, 0.14353495789691806, 0.08275893051177263, 6.235624849796295, 45.605650544166565, 0.29653115198016167, 0.20091410260647535, -1]"
11_22,Some tutors are packers and Some butchers are not tutors,"['All packers are butchers', 'All butchers are packers', 'Some packers are butchers', 'Some butchers are packers', 'Some packers are not butchers', 'Some butchers are not packers', 'No packers are butchers', 'No butchers are packers', 'NVC']","[0.03500108723528683, 0.031070972909219563, 72.58695960044861, 51.32708549499512, 65.98665714263916, 98.74821901321411, 0.14929453609511256, 0.11384646641090512, -1]"
11_23,All brewers are judges and Some judges are not porters,"['All brewers are porters', 'All porters are brewers', 'Some brewers are porters', 'Some porters are brewers', 'Some brewers are not porters', 'Some porters are not brewers', 'No brewers are porters', 'No porters are brewers', 'NVC']","[0.2303547691553831, 0.8228166960179806, 15.57440459728241, 16.750192642211914, 88.5786235332489, 59.81178879737854, 1.5160145238041878, 1.4733250252902508, -1]"
11_24,All chefs are runners and Some scientists are not chefs,"['All runners are scientists', 'All scientists are runners', 'Some runners are scientists', 'Some scientists are runners', 'Some runners are not scientists', 'Some scientists are not runners', 'No runners are scientists', 'No scientists are runners', 'NVC']","[0.10844841599464417, 0.12250802246853709, 53.34872603416443, 73.649001121521, 44.21955943107605, 94.58268284797668, 1.5632301568984985, 1.0833078064024448, -1]"
