id_seq,sentenced,choice_str,choice_pred,choice_union_pred
15_2,All trainers are architects and Some designers are trainers,"['All architects are designers', 'All designers are architects', 'Some architects are designers', 'Some designers are architects', 'Some architects are not designers', 'Some designers are not architects', 'No architects are designers', 'No designers are architects', 'NVC']","[0.999996542930603, 0.9999966621398926, 0.9999969005584717, 0.9999969005584717, 0.9999967813491821, 0.9999969005584717, 0.9999959468841553, 0.9999961853027344, -1]","[0.9999967813491821, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999966621398926, 0.9999969005584717, -1]"
15_3,Some scientists are chefs and All scientists are runners,"['All chefs are runners', 'All runners are chefs', 'Some chefs are runners', 'Some runners are chefs', 'Some chefs are not runners', 'Some runners are not chefs', 'No chefs are runners', 'No runners are chefs', 'NVC']","[0.9999969005584717, 0.9999964237213135, 0.9999971389770508, 0.9999972581863403, 0.9999970197677612, 0.9999970197677612, 0.9999964237213135, 0.9999954700469971, -1]","[0.9999967813491821, 0.9999963045120239, 0.9999971389770508, 0.9999970197677612, 0.9999970197677612, 0.9999969005584717, 0.9999967813491821, 0.9999963045120239, -1]"
15_4,Some gamblers are not bakers and Some bakers are sculptors,"['All gamblers are sculptors', 'All sculptors are gamblers', 'Some gamblers are sculptors', 'Some sculptors are gamblers', 'Some gamblers are not sculptors', 'Some sculptors are not gamblers', 'No gamblers are sculptors', 'No sculptors are gamblers', 'NVC']","[0.9999972581863403, 0.9999971389770508, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999970197677612, 0.9999971389770508, -1]","[0.9999972581863403, 0.9999971389770508, 0.9999974966049194, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999971389770508, -1]"
15_5,No drillers are nurses and Some actors are not drillers,"['All nurses are actors', 'All actors are nurses', 'Some nurses are actors', 'Some actors are nurses', 'Some nurses are not actors', 'Some actors are not nurses', 'No nurses are actors', 'No actors are nurses', 'NVC']","[0.999996542930603, 0.9999964237213135, 0.9999967813491821, 0.9999967813491821, 0.9999969005584717, 0.9999967813491821, 0.9999966621398926, 0.999996542930603, -1]","[0.9999966621398926, 0.9999966621398926, 0.9999969005584717, 0.9999967813491821, 0.9999969005584717, 0.9999967813491821, 0.9999967813491821, 0.9999966621398926, -1]"
15_6,All skaters are poets and Some miners are poets,"['All skaters are miners', 'All miners are skaters', 'Some skaters are miners', 'Some miners are skaters', 'Some skaters are not miners', 'Some miners are not skaters', 'No skaters are miners', 'No miners are skaters', 'NVC']","[0.9999966621398926, 0.999996542930603, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, 0.9999964237213135, 0.9999964237213135, -1]","[0.9999960660934448, 0.9999964237213135, 0.9999967813491821, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999966621398926, 0.9999966621398926, -1]"
15_7,Some climbers are doctors and Some climbers are not tellers,"['All doctors are tellers', 'All tellers are doctors', 'Some doctors are tellers', 'Some tellers are doctors', 'Some doctors are not tellers', 'Some tellers are not doctors', 'No doctors are tellers', 'No tellers are doctors', 'NVC']","[0.9999972581863403, 0.9999969005584717, 0.9999973773956299, 0.9999971389770508, 0.9999974966049194, 0.9999972581863403, 0.9999972581863403, 0.9999969005584717, -1]","[0.9999973773956299, 0.9999971389770508, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, 0.9999971389770508, -1]"
15_8,Some sailors are not chemists and Some potters are not chemists,"['All sailors are potters', 'All potters are sailors', 'Some sailors are potters', 'Some potters are sailors', 'Some sailors are not potters', 'Some potters are not sailors', 'No sailors are potters', 'No potters are sailors', 'NVC']","[0.9999971389770508, 0.9999970197677612, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999971389770508, 0.9999969005584717, -1]","[0.9999971389770508, 0.9999970197677612, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999971389770508, -1]"
15_10,Some counselors are not joggers and No joggers are riders,"['All counselors are riders', 'All riders are counselors', 'Some counselors are riders', 'Some riders are counselors', 'Some counselors are not riders', 'Some riders are not counselors', 'No counselors are riders', 'No riders are counselors', 'NVC']","[0.9999970197677612, 0.9999966621398926, 0.9999971389770508, 0.9999970197677612, 0.9999971389770508, 0.9999970197677612, 0.9999967813491821, 0.9999966621398926, -1]","[0.9999970197677612, 0.9999967813491821, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999970197677612, 0.9999969005584717, 0.9999966621398926, -1]"
15_11,Some boxers are not opticians and No actuaries are boxers,"['All opticians are actuaries', 'All actuaries are opticians', 'Some opticians are actuaries', 'Some actuaries are opticians', 'Some opticians are not actuaries', 'Some actuaries are not opticians', 'No opticians are actuaries', 'No actuaries are opticians', 'NVC']","[0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, -1]","[0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, -1]"
15_12,Some poets are waiters and Some cashiers are not poets,"['All waiters are cashiers', 'All cashiers are waiters', 'Some waiters are cashiers', 'Some cashiers are waiters', 'Some waiters are not cashiers', 'Some cashiers are not waiters', 'No waiters are cashiers', 'No cashiers are waiters', 'NVC']","[0.9999972581863403, 0.9999971389770508, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999971389770508, 0.9999970197677612, -1]","[0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999972581863403, -1]"
15_13,All therapists are skaters and No climbers are therapists,"['All skaters are climbers', 'All climbers are skaters', 'Some skaters are climbers', 'Some climbers are skaters', 'Some skaters are not climbers', 'Some climbers are not skaters', 'No skaters are climbers', 'No climbers are skaters', 'NVC']","[0.9999970197677612, 0.9999970197677612, 0.9999972581863403, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999970197677612, -1]","[0.9999969005584717, 0.9999970197677612, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999970197677612, 0.9999970197677612, -1]"
15_14,Some swimmers are mayors and Some cooks are mayors,"['All swimmers are cooks', 'All cooks are swimmers', 'Some swimmers are cooks', 'Some cooks are swimmers', 'Some swimmers are not cooks', 'Some cooks are not swimmers', 'No swimmers are cooks', 'No cooks are swimmers', 'NVC']","[0.9999966621398926, 0.9999966621398926, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.999996542930603, 0.9999964237213135, -1]","[0.9999969005584717, 0.9999969005584717, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999970197677612, 0.9999970197677612, -1]"
15_15,Some jugglers are barbers and Some investors are not barbers,"['All jugglers are investors', 'All investors are jugglers', 'Some jugglers are investors', 'Some investors are jugglers', 'Some jugglers are not investors', 'Some investors are not jugglers', 'No jugglers are investors', 'No investors are jugglers', 'NVC']","[0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999971389770508, 0.9999970197677612, -1]","[0.9999973773956299, 0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, -1]"
15_16,No dentists are lifeguards and Some dentists are plumbers,"['All lifeguards are plumbers', 'All plumbers are lifeguards', 'Some lifeguards are plumbers', 'Some plumbers are lifeguards', 'Some lifeguards are not plumbers', 'Some plumbers are not lifeguards', 'No lifeguards are plumbers', 'No plumbers are lifeguards', 'NVC']","[0.9999974966049194, 0.9999974966049194, 0.999997615814209, 0.999997615814209, 0.999997615814209, 0.999997615814209, 0.9999974966049194, 0.9999973773956299, -1]","[0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.999997615814209, 0.999997615814209, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, -1]"
15_17,No farmers are scholars and Some assistants are farmers,"['All scholars are assistants', 'All assistants are scholars', 'Some scholars are assistants', 'Some assistants are scholars', 'Some scholars are not assistants', 'Some assistants are not scholars', 'No scholars are assistants', 'No assistants are scholars', 'NVC']","[0.9999969005584717, 0.999996542930603, 0.9999971389770508, 0.9999969005584717, 0.9999970197677612, 0.9999966621398926, 0.9999969005584717, 0.9999966621398926, -1]","[0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999969005584717, 0.9999971389770508, 0.9999967813491821, 0.9999970197677612, 0.9999969005584717, -1]"
15_18,No brokers are agents and Some brokers are not secretaries,"['All agents are secretaries', 'All secretaries are agents', 'Some agents are secretaries', 'Some secretaries are agents', 'Some agents are not secretaries', 'Some secretaries are not agents', 'No agents are secretaries', 'No secretaries are agents', 'NVC']","[0.9999964237213135, 0.9999964237213135, 0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999967813491821, 0.9999969005584717, -1]","[0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999970197677612, 0.9999971389770508, 0.9999970197677612, 0.9999971389770508, -1]"
15_19,All buyers are cyclists and Some buyers are students,"['All cyclists are students', 'All students are cyclists', 'Some cyclists are students', 'Some students are cyclists', 'Some cyclists are not students', 'Some students are not cyclists', 'No cyclists are students', 'No students are cyclists', 'NVC']","[0.9999967813491821, 0.9999966621398926, 0.9999971389770508, 0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999963045120239, 0.9999961853027344, -1]","[0.9999967813491821, 0.9999967813491821, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999967813491821, 0.9999969005584717, -1]"
15_20,Some lawyers are not hunters and Some lawyers are not athletes,"['All hunters are athletes', 'All athletes are hunters', 'Some hunters are athletes', 'Some athletes are hunters', 'Some hunters are not athletes', 'Some athletes are not hunters', 'No hunters are athletes', 'No athletes are hunters', 'NVC']","[0.9999966621398926, 0.9999963045120239, 0.9999971389770508, 0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.999996542930603, 0.9999960660934448, -1]","[0.9999964237213135, 0.9999963045120239, 0.9999970197677612, 0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999966621398926, 0.999996542930603, -1]"
15_21,No carpenters are divers and Some divers are not linguists,"['All carpenters are linguists', 'All linguists are carpenters', 'Some carpenters are linguists', 'Some linguists are carpenters', 'Some carpenters are not linguists', 'Some linguists are not carpenters', 'No carpenters are linguists', 'No linguists are carpenters', 'NVC']","[0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, -1]","[0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, -1]"
15_22,Some pilots are tailors and All singers are tailors,"['All pilots are singers', 'All singers are pilots', 'Some pilots are singers', 'Some singers are pilots', 'Some pilots are not singers', 'Some singers are not pilots', 'No pilots are singers', 'No singers are pilots', 'NVC']","[0.9999973773956299, 0.9999971389770508, 0.9999974966049194, 0.9999972581863403, 0.9999973773956299, 0.9999971389770508, 0.9999969005584717, 0.9999966621398926, -1]","[0.9999973773956299, 0.9999972581863403, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999972581863403, 0.9999972581863403, -1]"
15_23,Some painters are auditors and Some painters are cleaners,"['All auditors are cleaners', 'All cleaners are auditors', 'Some auditors are cleaners', 'Some cleaners are auditors', 'Some auditors are not cleaners', 'Some cleaners are not auditors', 'No auditors are cleaners', 'No cleaners are auditors', 'NVC']","[0.9999973773956299, 0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999972581863403, 0.9999972581863403, -1]","[0.9999974966049194, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, -1]"
15_24,No editors are florists and No soldiers are editors,"['All florists are soldiers', 'All soldiers are florists', 'Some florists are soldiers', 'Some soldiers are florists', 'Some florists are not soldiers', 'Some soldiers are not florists', 'No florists are soldiers', 'No soldiers are florists', 'NVC']","[0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, -1]","[0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999972581863403, 0.9999974966049194, -1]"
15_25,Some brewers are judges and No porters are brewers,"['All judges are porters', 'All porters are judges', 'Some judges are porters', 'Some porters are judges', 'Some judges are not porters', 'Some porters are not judges', 'No judges are porters', 'No porters are judges', 'NVC']","[0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999972581863403, 0.9999971389770508, -1]","[0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999971389770508, -1]"
15_26,No hikers are drivers and No writers are drivers,"['All hikers are writers', 'All writers are hikers', 'Some hikers are writers', 'Some writers are hikers', 'Some hikers are not writers', 'Some writers are not hikers', 'No hikers are writers', 'No writers are hikers', 'NVC']","[0.9999969005584717, 0.9999970197677612, 0.9999969005584717, 0.9999970197677612, 0.9999969005584717, 0.9999970197677612, 0.9999967813491821, 0.9999969005584717, -1]","[0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999971389770508, 0.9999971389770508, -1]"
15_27,No novelists are analysts and No analysts are travelers,"['All novelists are travelers', 'All travelers are novelists', 'Some novelists are travelers', 'Some travelers are novelists', 'Some novelists are not travelers', 'Some travelers are not novelists', 'No novelists are travelers', 'No travelers are novelists', 'NVC']","[0.9999970197677612, 0.9999970197677612, 0.9999969005584717, 0.9999969005584717, 0.9999970197677612, 0.9999969005584717, 0.9999971389770508, 0.9999972581863403, -1]","[0.9999971389770508, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, -1]"
15_28,Some packers are not tutors and Some tutors are not butchers,"['All packers are butchers', 'All butchers are packers', 'Some packers are butchers', 'Some butchers are packers', 'Some packers are not butchers', 'Some butchers are not packers', 'No packers are butchers', 'No butchers are packers', 'NVC']","[0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, 0.9999971389770508, 0.9999972581863403, -1]","[0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, -1]"
15_29,No workers are painters and Some painters are actors,"['All workers are actors', 'All actors are workers', 'Some workers are actors', 'Some actors are workers', 'Some workers are not actors', 'Some actors are not workers', 'No workers are actors', 'No actors are workers', 'NVC']","[0.999996542930603, 0.9999964237213135, 0.9999969005584717, 0.9999969005584717, 0.9999967813491821, 0.9999967813491821, 0.9999966621398926, 0.9999966621398926, -1]","[0.9999966621398926, 0.9999966621398926, 0.9999969005584717, 0.9999967813491821, 0.9999970197677612, 0.9999969005584717, 0.9999967813491821, 0.9999966621398926, -1]"
15_30,All managers are clerks and Some managers are not models,"['All clerks are models', 'All models are clerks', 'Some clerks are models', 'Some models are clerks', 'Some clerks are not models', 'Some models are not clerks', 'No clerks are models', 'No models are clerks', 'NVC']","[0.9999969005584717, 0.9999969005584717, 0.9999969005584717, 0.9999967813491821, 0.9999971389770508, 0.9999969005584717, 0.999996542930603, 0.9999964237213135, -1]","[0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999969005584717, 0.9999969005584717, -1]"
15_31,Some teachers are golfers and Some golfers are bankers,"['All teachers are bankers', 'All bankers are teachers', 'Some teachers are bankers', 'Some bankers are teachers', 'Some teachers are not bankers', 'Some bankers are not teachers', 'No teachers are bankers', 'No bankers are teachers', 'NVC']","[0.9999970197677612, 0.9999969005584717, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999970197677612, 0.999996542930603, 0.9999964237213135, -1]","[0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999973773956299, 0.9999972581863403, 0.9999972581863403, 0.9999970197677612, -1]"
15_32,No typists are boxers and All boxers are dancers,"['All typists are dancers', 'All dancers are typists', 'Some typists are dancers', 'Some dancers are typists', 'Some typists are not dancers', 'Some dancers are not typists', 'No typists are dancers', 'No dancers are typists', 'NVC']","[0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999971389770508, 0.9999971389770508, -1]","[0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999970197677612, 0.9999972581863403, -1]"
15_33,Some packers are not butchers and All tutors are packers,"['All butchers are tutors', 'All tutors are butchers', 'Some butchers are tutors', 'Some tutors are butchers', 'Some butchers are not tutors', 'Some tutors are not butchers', 'No butchers are tutors', 'No tutors are butchers', 'NVC']","[0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, -1]","[0.9999974966049194, 0.9999973773956299, 0.999997615814209, 0.9999973773956299, 0.999997615814209, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, -1]"
15_34,Some riders are counselors and All joggers are riders,"['All counselors are joggers', 'All joggers are counselors', 'Some counselors are joggers', 'Some joggers are counselors', 'Some counselors are not joggers', 'Some joggers are not counselors', 'No counselors are joggers', 'No joggers are counselors', 'NVC']","[0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999972581863403, 0.9999970197677612, 0.9999971389770508, -1]","[0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999973773956299, 0.9999973773956299, 0.9999972581863403, 0.9999972581863403, -1]"
15_35,All therapists are climbers and Some skaters are not climbers,"['All therapists are skaters', 'All skaters are therapists', 'Some therapists are skaters', 'Some skaters are therapists', 'Some therapists are not skaters', 'Some skaters are not therapists', 'No therapists are skaters', 'No skaters are therapists', 'NVC']","[0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999969005584717, 0.9999969005584717, -1]","[0.9999971389770508, 0.9999967813491821, 0.9999973773956299, 0.9999971389770508, 0.9999973773956299, 0.9999972581863403, 0.9999970197677612, 0.9999969005584717, -1]"
15_36,Some novelists are not travelers and Some analysts are travelers,"['All novelists are analysts', 'All analysts are novelists', 'Some novelists are analysts', 'Some analysts are novelists', 'Some novelists are not analysts', 'Some analysts are not novelists', 'No novelists are analysts', 'No analysts are novelists', 'NVC']","[0.9999970197677612, 0.9999969005584717, 0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999970197677612, 0.9999970197677612, -1]","[0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999973773956299, 0.9999971389770508, 0.9999971389770508, -1]"
15_37,All sculptors are gamblers and Some bakers are not sculptors,"['All gamblers are bakers', 'All bakers are gamblers', 'Some gamblers are bakers', 'Some bakers are gamblers', 'Some gamblers are not bakers', 'Some bakers are not gamblers', 'No gamblers are bakers', 'No bakers are gamblers', 'NVC']","[0.9999969005584717, 0.9999970197677612, 0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999967813491821, 0.9999969005584717, -1]","[0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999970197677612, 0.9999970197677612, -1]"
15_38,No hikers are drivers and All hikers are writers,"['All drivers are writers', 'All writers are drivers', 'Some drivers are writers', 'Some writers are drivers', 'Some drivers are not writers', 'Some writers are not drivers', 'No drivers are writers', 'No writers are drivers', 'NVC']","[0.9999960660934448, 0.9999960660934448, 0.9999964237213135, 0.9999963045120239, 0.9999963045120239, 0.9999961853027344, 0.9999961853027344, 0.9999963045120239, -1]","[0.9999961853027344, 0.9999964237213135, 0.9999970197677612, 0.9999969005584717, 0.9999971389770508, 0.9999970197677612, 0.9999964237213135, 0.9999966621398926, -1]"
15_39,No soldiers are florists and No soldiers are editors,"['All florists are editors', 'All editors are florists', 'Some florists are editors', 'Some editors are florists', 'Some florists are not editors', 'Some editors are not florists', 'No florists are editors', 'No editors are florists', 'NVC']","[0.9999972581863403, 0.9999970197677612, 0.9999972581863403, 0.9999970197677612, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, 0.9999971389770508, -1]","[0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999973773956299, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, 0.9999973773956299, -1]"
15_41,Some lifeguards are plumbers and Some plumbers are not dentists,"['All lifeguards are dentists', 'All dentists are lifeguards', 'Some lifeguards are dentists', 'Some dentists are lifeguards', 'Some lifeguards are not dentists', 'Some dentists are not lifeguards', 'No lifeguards are dentists', 'No dentists are lifeguards', 'NVC']","[0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, -1]","[0.9999972581863403, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999973773956299, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, -1]"
15_42,All brokers are secretaries and Some secretaries are not agents,"['All brokers are agents', 'All agents are brokers', 'Some brokers are agents', 'Some agents are brokers', 'Some brokers are not agents', 'Some agents are not brokers', 'No brokers are agents', 'No agents are brokers', 'NVC']","[0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999966621398926, 0.9999969005584717, -1]","[0.9999969005584717, 0.9999969005584717, 0.9999969005584717, 0.9999970197677612, 0.9999969005584717, 0.9999970197677612, 0.9999967813491821, 0.9999970197677612, -1]"
15_43,All architects are trainers and All designers are trainers,"['All architects are designers', 'All designers are architects', 'Some architects are designers', 'Some designers are architects', 'Some architects are not designers', 'Some designers are not architects', 'No architects are designers', 'No designers are architects', 'NVC']","[0.9999967813491821, 0.9999969005584717, 0.9999966621398926, 0.9999966621398926, 0.999996542930603, 0.999996542930603, 0.9999963045120239, 0.9999964237213135, -1]","[0.9999967813491821, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999967813491821, 0.9999970197677612, -1]"
15_44,All students are cyclists and No cyclists are buyers,"['All students are buyers', 'All buyers are students', 'Some students are buyers', 'Some buyers are students', 'Some students are not buyers', 'Some buyers are not students', 'No students are buyers', 'No buyers are students', 'NVC']","[0.9999971389770508, 0.9999967813491821, 0.9999967813491821, 0.9999964237213135, 0.9999967813491821, 0.999996542930603, 0.9999970197677612, 0.9999967813491821, -1]","[0.9999970197677612, 0.9999967813491821, 0.9999970197677612, 0.9999969005584717, 0.9999971389770508, 0.9999971389770508, 0.9999969005584717, 0.9999966621398926, -1]"
15_45,All scientists are runners and Some runners are chefs,"['All scientists are chefs', 'All chefs are scientists', 'Some scientists are chefs', 'Some chefs are scientists', 'Some scientists are not chefs', 'Some chefs are not scientists', 'No scientists are chefs', 'No chefs are scientists', 'NVC']","[0.9999969005584717, 0.9999970197677612, 0.9999971389770508, 0.9999972581863403, 0.9999969005584717, 0.9999971389770508, 0.9999964237213135, 0.9999966621398926, -1]","[0.9999966621398926, 0.9999970197677612, 0.9999971389770508, 0.9999972581863403, 0.9999970197677612, 0.9999973773956299, 0.9999967813491821, 0.9999970197677612, -1]"
15_46,Some nurses are drillers and No nurses are actors,"['All drillers are actors', 'All actors are drillers', 'Some drillers are actors', 'Some actors are drillers', 'Some drillers are not actors', 'Some actors are not drillers', 'No drillers are actors', 'No actors are drillers', 'NVC']","[0.9999969005584717, 0.9999969005584717, 0.9999972581863403, 0.9999972581863403, 0.9999970197677612, 0.9999970197677612, 0.9999967813491821, 0.9999967813491821, -1]","[0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999972581863403, 0.9999971389770508, 0.9999971389770508, 0.9999969005584717, 0.9999969005584717, -1]"
15_47,Some divers are not linguists and Some carpenters are not divers,"['All linguists are carpenters', 'All carpenters are linguists', 'Some linguists are carpenters', 'Some carpenters are linguists', 'Some linguists are not carpenters', 'Some carpenters are not linguists', 'No linguists are carpenters', 'No carpenters are linguists', 'NVC']","[0.9999971389770508, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999970197677612, 0.9999970197677612, -1]","[0.9999972581863403, 0.9999971389770508, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, 0.9999972581863403, -1]"
15_48,Some tailors are singers and No pilots are singers,"['All tailors are pilots', 'All pilots are tailors', 'Some tailors are pilots', 'Some pilots are tailors', 'Some tailors are not pilots', 'Some pilots are not tailors', 'No tailors are pilots', 'No pilots are tailors', 'NVC']","[0.9999974966049194, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.9999974966049194, 0.9999973773956299, -1]","[0.999997615814209, 0.999997615814209, 0.999997615814209, 0.9999974966049194, 0.999997615814209, 0.9999974966049194, 0.9999974966049194, 0.9999974966049194, -1]"
15_49,Some hunters are not lawyers and No athletes are lawyers,"['All hunters are athletes', 'All athletes are hunters', 'Some hunters are athletes', 'Some athletes are hunters', 'Some hunters are not athletes', 'Some athletes are not hunters', 'No hunters are athletes', 'No athletes are hunters', 'NVC']","[0.9999964237213135, 0.9999960660934448, 0.9999970197677612, 0.9999969005584717, 0.9999969005584717, 0.9999969005584717, 0.9999966621398926, 0.9999963045120239, -1]","[0.9999963045120239, 0.9999961853027344, 0.9999970197677612, 0.9999967813491821, 0.9999969005584717, 0.9999969005584717, 0.9999966621398926, 0.9999964237213135, -1]"
15_50,Some models are managers and Some clerks are models,"['All managers are clerks', 'All clerks are managers', 'Some managers are clerks', 'Some clerks are managers', 'Some managers are not clerks', 'Some clerks are not managers', 'No managers are clerks', 'No clerks are managers', 'NVC']","[0.999996542930603, 0.9999966621398926, 0.9999969005584717, 0.9999970197677612, 0.9999967813491821, 0.9999967813491821, 0.9999961853027344, 0.9999964237213135, -1]","[0.9999969005584717, 0.9999970197677612, 0.9999970197677612, 0.9999971389770508, 0.9999970197677612, 0.9999971389770508, 0.9999969005584717, 0.9999970197677612, -1]"
15_51,All skaters are miners and All skaters are poets,"['All miners are poets', 'All poets are miners', 'Some miners are poets', 'Some poets are miners', 'Some miners are not poets', 'Some poets are not miners', 'No miners are poets', 'No poets are miners', 'NVC']","[0.9999971389770508, 0.9999970197677612, 0.9999972581863403, 0.9999969005584717, 0.9999971389770508, 0.9999969005584717, 0.9999970197677612, 0.9999966621398926, -1]","[0.9999971389770508, 0.9999967813491821, 0.9999973773956299, 0.9999971389770508, 0.9999973773956299, 0.9999971389770508, 0.9999971389770508, 0.9999969005584717, -1]"
